"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","results"
"655",11299,"enrichment","anterior","HERPUD1",-3.09475629965099,0.0021847898815603,0.0235737478394304,9111,"ENSG00000051108","character(0)"
"656",11300,"enrichment","anterior","RYR3",-3.09600834840013,0.00217591595399751,0.0235004291971454,8406,"ENSG00000198838","character(0)"
"657",11301,"enrichment","anterior","C1orf56",-3.09688315345616,0.00216973548410514,0.0234734657461818,744,"ENSG00000143443","character(0)"
"658",11302,"enrichment","anterior","ZNF449",-3.09762221521619,0.00216452665399486,0.0234378550443642,12122,"ENSG00000173275","character(0)"
"659",11303,"enrichment","anterior","PBX2",-3.09784981367924,0.00216292488736465,0.0234378550443642,3896,"ENSG00000204304","character(0)"
"660",11304,"enrichment","anterior","ZFPM1",-3.09951351494857,0.00215124943225133,0.0233354252966038,9290,"ENSG00000179588","character(0)"
"661",11305,"enrichment","anterior","TMEM80",-3.10021165109629,0.00214636741335999,0.0233238592251786,6393,"ENSG00000177042","character(0)"
"662",11306,"enrichment","anterior","ADCK5",-3.10066424176309,0.00214320793814107,0.0233102464802265,5369,"ENSG00000173137","character(0)"
"663",11307,"enrichment","anterior","SPIRE2",-3.10181689484238,0.00213518078062631,0.0232436198069071,9315,"ENSG00000204991","character(0)"
"664",11308,"enrichment","anterior","RPP21",-3.10316701872,0.00212581368483789,0.0231622747746375,3841,"ENSG00000241370","character(0)"
"665",11309,"enrichment","anterior","RPL22",-3.10449922487331,0.00211660806325535,0.0230825455604788,63,"ENSG00000116251","character(0)"
"666",11310,"enrichment","anterior","STX10",-3.10456935378992,0.00211612448858372,0.0230825455604788,10483,"ENSG00000104915","character(0)"
"667",11311,"enrichment","anterior","DNAJB2",-3.10594916587937,0.00210663068220287,0.023035384695823,1926,"ENSG00000135924","character(0)"
"668",11312,"enrichment","anterior","DCAF8",-3.10598695272176,0.00210637124312938,0.023035384695823,869,"ENSG00000132716","character(0)"
"669",11313,"enrichment","anterior","FAM118A",-3.10612570066806,0.0021054188722688,0.023035384695823,11746,"ENSG00000100376","character(0)"
"670",11314,"enrichment","anterior","RABEP2",-3.10759229312408,0.00209537638896234,0.02297396982517,8996,"ENSG00000177548","character(0)"
"671",11315,"enrichment","anterior","LIMD2",-3.10783513356127,0.00209371781077299,0.02297396982517,9849,"ENSG00000136490","character(0)"
"672",11316,"enrichment","anterior","ARPC5L",-3.10972984436069,0.00208081863462047,0.0228553529274351,5713,"ENSG00000136950","character(0)"
"673",11317,"enrichment","anterior","PPP1R3F",-3.11145180463366,0.00206915917666037,0.0227477256606772,11921,"ENSG00000049769","character(0)"
"674",11318,"enrichment","anterior","TTL",-3.11491257447546,0.0020459082735537,0.0225123570154762,1630,"ENSG00000114999","character(0)"
"675",11319,"enrichment","anterior","ZBTB7B",-3.11658027832135,0.00203479023631538,0.0224101897648248,801,"ENSG00000160685","character(0)"
"676",11320,"enrichment","anterior","OGT",-3.11746926893085,0.00202888643445328,0.0223653170975575,11977,"ENSG00000147162","character(0)"
"677",11321,"enrichment","anterior","TMEM208",-3.11805249654236,0.002025021801869,0.022342862389755,9159,"ENSG00000168701","character(0)"
"678",11322,"enrichment","anterior","ALDH1L1",-3.11839467790642,0.00202275757393611,0.0223380409587796,2464,"ENSG00000144908","character(0)"
"679",11323,"enrichment","anterior","KCNH3",-3.11929895473159,0.00201678517916151,0.0222922231602617,7301,"ENSG00000135519","character(0)"
"680",11324,"enrichment","anterior","AC009120.2",-3.12080111742043,0.0020068999452148,0.0222030333305438,9229,"ENSG00000259972","character(0)"
"681",11325,"enrichment","anterior","PGLS",-3.12100826669031,0.00200554027895485,0.0222030333305438,10539,"ENSG00000130313","character(0)"
"682",11326,"enrichment","anterior","CYBC1",-3.12152037451865,0.00200218260375226,0.0221910084595389,10034,"ENSG00000178927","character(0)"
"683",11327,"enrichment","anterior","SNRPN",-3.12292379983775,0.0019930075121931,0.0221097385087947,8384,"ENSG00000128739","character(0)"
"684",11328,"enrichment","anterior","RAB37",-3.12339976049511,0.00198990467610399,0.0221097385087947,9903,"ENSG00000172794","character(0)"
"685",11329,"enrichment","anterior","NT5C2",-3.12405317476132,0.00198565226469824,0.0220878971209609,6261,"ENSG00000076685","character(0)"
"686",11330,"enrichment","anterior","SURF2",-3.12503690087764,0.00197926600818463,0.0220369097905803,5815,"ENSG00000148291","character(0)"
"687",11331,"enrichment","anterior","RTL5",-3.12810546213059,0.00195946682588842,0.0218363554662588,11979,"ENSG00000242732","character(0)"
"688",11332,"enrichment","anterior","RASL10A",-3.13093258764578,0.00194138746650034,0.0216546184105536,11587,"ENSG00000100276","character(0)"
"689",11333,"enrichment","anterior","IL17RC",-3.13196805330378,0.00193480433534047,0.0216008977164723,2052,"ENSG00000163702","character(0)"
"690",11334,"enrichment","anterior","C19orf53",-3.13334818351446,0.00192606199477064,0.021522950535714,10488,"ENSG00000104979","character(0)"
"691",11335,"enrichment","anterior","EPHB3",-3.13403179752267,0.0019217452123176,0.0214943597626557,2663,"ENSG00000182580","character(0)"
"692",11336,"enrichment","anterior","DVL2",-3.13466809218192,0.0019177352658488,0.0214691516712469,9414,"ENSG00000004975","character(0)"
"693",11337,"enrichment","anterior","ACAA1",-3.13792538909881,0.00189732846064611,0.0212796701205493,2146,"ENSG00000060971","character(0)"
"694",11338,"enrichment","anterior","RABEP1",-3.13902676934559,0.0018904738728432,0.0212222617956915,9389,"ENSG00000029725","character(0)"
"695",11339,"enrichment","anterior","KCNAB2",-3.14017633020532,0.00188334383164465,0.0211616528877352,61,"ENSG00000069424","character(0)"
"696",11340,"enrichment","anterior","MAMDC4",-3.14044846875327,0.00188165955901886,0.0211616528877352,5854,"ENSG00000177943","character(0)"
"697",11341,"enrichment","anterior","CROCC",-3.14194072418103,0.00187244866054125,0.021077978706369,142,"ENSG00000058453","character(0)"
"698",11342,"enrichment","anterior","RASSF4",-3.14269626328978,0.00186780102133102,0.0210450391573932,6016,"ENSG00000107551","character(0)"
"699",11343,"enrichment","anterior","NDUFAF3",-3.14553668137024,0.00185042360598626,0.0208877456908421,2225,"ENSG00000178057","character(0)"
"700",11344,"enrichment","anterior","ZNF135",-3.14556556111941,0.00185024769207038,0.0208877456908421,11008,"ENSG00000176293","character(0)"
"701",11345,"enrichment","anterior","PAGR1",-3.14641788811134,0.00184506290396553,0.0208657668834214,9006,"ENSG00000280789","character(0)"
"702",11346,"enrichment","anterior","NANOS3",-3.14661670699411,0.00184385540208303,0.0208657668834214,10489,"ENSG00000187556","character(0)"
"703",11347,"enrichment","anterior","TRABD",-3.14682402561521,0.00184259705588581,0.0208657668834214,11765,"ENSG00000170638","character(0)"
"704",11348,"enrichment","anterior","MOSPD3",-3.14748460934322,0.00183859285153396,0.0208504616048262,4698,"ENSG00000106330","character(0)"
"705",11349,"enrichment","anterior","TEPSIN",-3.14979336580496,0.00182466113999712,0.0207116828565132,9992,"ENSG00000167302","character(0)"
"706",11350,"enrichment","anterior","KEAP1",-3.15002716518518,0.0018232557800315,0.0207116828565132,10426,"ENSG00000079999","character(0)"
"707",11351,"enrichment","anterior","TBC1D9B",-3.15155186839473,0.00181411534934224,0.0206302885076362,3713,"ENSG00000197226","character(0)"
"708",11352,"enrichment","anterior","MIR7-3HG",-3.1526546841859,0.00180753050472786,0.0205745441529777,10338,"ENSG00000176840","character(0)"
"709",11353,"enrichment","anterior","PLPP7",-3.15360746358814,0.00180185931445903,0.0205291054233566,5797,"ENSG00000160539","character(0)"
"710",11354,"enrichment","anterior","PDE2A",-3.1544645094304,0.00179677201180174,0.0204902405263771,6843,"ENSG00000186642","character(0)"
"711",11355,"enrichment","anterior","RIPK1",-3.15874139065553,0.00177158292548784,0.0202218499197842,3742,"ENSG00000137275","character(0)"
"712",11356,"enrichment","anterior","RAB11FIP3",-3.16033475730919,0.00176228241770125,0.0201344883704652,8771,"ENSG00000090565","character(0)"
"713",11357,"enrichment","anterior","ABHD11",-3.16053143500522,0.00176113754229181,0.0201344883704652,4572,"ENSG00000106077","character(0)"
"714",11358,"enrichment","anterior","BTAF1",-3.16102326729691,0.00175827755980223,0.0201263512814441,6174,"ENSG00000095564","character(0)"
"715",11359,"enrichment","anterior","TMEM74B",-3.16115944528793,0.00175748645046171,0.0201263512814441,11037,"ENSG00000125895","character(0)"
"716",11360,"enrichment","anterior","MBD6",-3.16248064706522,0.00174982816021883,0.0200672131882507,7409,"ENSG00000166987","character(0)"
"717",11361,"enrichment","anterior","PLK3",-3.16432655748148,0.00173918008765803,0.0199638277667788,399,"ENSG00000173846","character(0)"
"718",11362,"enrichment","anterior","SRRM4",-3.16494358167036,0.00173563418858547,0.0199418495821968,7639,"ENSG00000139767","character(0)"
"719",11363,"enrichment","anterior","MCM7",-3.16679166770855,0.00172505361874547,0.019838928023672,4679,"ENSG00000166508","character(0)"
"720",11364,"enrichment","anterior","CD99",-3.16714406594427,0.00172304287079948,0.0198344624251635,11794,"ENSG00000002586","character(0)"
"721",11365,"enrichment","anterior","PRDM2",-3.16839747260949,0.00171590861622452,0.019770954602587,125,"ENSG00000116731","character(0)"
"722",11366,"enrichment","anterior","HADHA",-3.16977241079515,0.00170811404948563,0.0197069962977347,1298,"ENSG00000084754","character(0)"
"723",11367,"enrichment","anterior","CAPN3",-3.17025177254794,0.00170540424211067,0.019705639754067,8461,"ENSG00000092529","character(0)"
"724",11368,"enrichment","anterior","CTSF",-3.17416355154543,0.0016834393395642,0.0194702421250448,6785,"ENSG00000174080","character(0)"
"725",11369,"enrichment","anterior","ITGB3BP",-3.17684190111075,0.00166855150253084,0.0193346370790896,477,"ENSG00000142856","character(0)"
"726",11370,"enrichment","anterior","REXO4",-3.17821212817829,0.00166098217292749,0.0192651869677785,5817,"ENSG00000148300","character(0)"
"727",11371,"enrichment","anterior","CAMK4",-3.17857673847305,0.00165897337313208,0.0192601609558781,3424,"ENSG00000152495","character(0)"
"728",11372,"enrichment","anterior","CSKMT",-3.18204365144249,0.0016399846212085,0.0190578060782072,6667,"ENSG00000214756","character(0)"
"729",11373,"enrichment","anterior","GALT",-3.18375621698452,0.00163067907911894,0.018967699088705,5469,"ENSG00000213930","character(0)"
"730",11374,"enrichment","anterior","AC018647.1",-3.18394802961049,0.00162963987877453,0.018967699088705,4473,"ENSG00000227544","character(0)"
"731",11375,"enrichment","anterior","LINC02298",-3.18404928352781,0.00162909155364442,0.018967699088705,8366,"ENSG00000257556","character(0)"
"732",11376,"enrichment","anterior","HAGLR",-3.18536933630431,0.00162195861780509,0.0189202710903313,1781,"ENSG00000224189","character(0)"
"733",11377,"enrichment","anterior","PTP4A3",-3.18717233371626,0.00161226278338602,0.0188251313532895,5324,"ENSG00000184489","character(0)"
"734",11378,"enrichment","anterior","CPNE1",-3.18848900153894,0.00160521617362788,0.0187607722013392,11175,"ENSG00000214078","character(0)"
"735",11379,"enrichment","anterior","ROBO3",-3.1908266621634,0.00159277556853148,0.018633187871098,7056,"ENSG00000154134","character(0)"
"736",11380,"enrichment","anterior","CCNL2",-3.19177465349299,0.00158775601976156,0.018592257990024,20,"ENSG00000221978","character(0)"
"737",11381,"enrichment","anterior","AC016597.1",-3.19249947063338,0.00158392804794871,0.0185652160941256,8985,"ENSG00000261329","character(0)"
"738",11382,"enrichment","anterior","RANBP10",-3.19355719467382,0.001578357229582,0.0185176747904414,9173,"ENSG00000141084","character(0)"
"739",11383,"enrichment","anterior","AC116565.1",-3.19515136017772,0.00156999535314584,0.0184372653143208,2728,"ENSG00000283183","character(0)"
"740",11384,"enrichment","anterior","CYB561D1",-3.19585272955024,0.00156632947115239,0.0184119017161903,622,"ENSG00000174151","character(0)"
"741",11385,"enrichment","anterior","PLXNA1",-3.19689886919266,0.00156087628886789,0.0183831528240944,2468,"ENSG00000114554","character(0)"
"742",11386,"enrichment","anterior","ANTKMT",-3.19965339960935,0.00154660181243949,0.0182501999585644,8785,"ENSG00000103254","character(0)"
"743",11387,"enrichment","anterior","TELO2",-3.1997564043779,0.00154607037572537,0.0182501999585644,8802,"ENSG00000100726","character(0)"
"744",11388,"enrichment","anterior","HILPDA",-3.20231581153396,0.00153291971344237,0.0181237364572853,4796,"ENSG00000135245","character(0)"
"745",11389,"enrichment","anterior","ZNF785",-3.20424659770336,0.00152306766314998,0.0180246874946839,9036,"ENSG00000197162","character(0)"
"746",11390,"enrichment","anterior","MELTF-AS1",-3.2045711712224,0.00152141726151242,0.0180246874946839,2715,"ENSG00000228109","character(0)"
"747",11391,"enrichment","anterior","MICAL3",-3.20493343391956,0.0015195771734031,0.0180246874946839,11493,"ENSG00000243156","character(0)"
"748",11392,"enrichment","anterior","NUDT2",-3.20613934253952,0.00151346668946457,0.0180157062110072,5460,"ENSG00000164978","character(0)"
"749",11393,"enrichment","anterior","VAMP1",-3.20885061561698,0.00149981138051216,0.0178705595777399,7128,"ENSG00000139190","character(0)"
"750",11394,"enrichment","anterior","ARHGAP22",-3.20927558166006,0.00149768142012215,0.017862590596091,6029,"ENSG00000128805","character(0)"
"751",11395,"enrichment","anterior","CUEDC1",-3.2102898391235,0.0014926092114033,0.0178194800873099,9807,"ENSG00000180891","character(0)"
"752",11396,"enrichment","anterior","CIAO3",-3.21173871126244,0.0014853911411933,0.0177506419365475,8787,"ENSG00000103245","character(0)"
"753",11397,"enrichment","anterior","SLC44A2",-3.21242167798545,0.00148199993009074,0.0177274453477097,10431,"ENSG00000129353","character(0)"
"754",11398,"enrichment","anterior","ANKRD29",-3.21581549330783,0.00146525440169784,0.0175540223973787,10105,"ENSG00000154065","character(0)"
"755",11399,"enrichment","anterior","CCDC22",-3.2158806055694,0.0014649348506883,0.0175540223973787,11920,"ENSG00000101997","character(0)"
"756",11400,"enrichment","anterior","IFT20",-3.21726854710313,0.00145813860382927,0.0175105544516825,9535,"ENSG00000109083","character(0)"
"757",11401,"enrichment","anterior","CAPRIN2",-3.21803194154382,0.00145441300743129,0.0174829882161726,7242,"ENSG00000110888","character(0)"
"758",11402,"enrichment","anterior","GRIN2C",-3.21813372449012,0.001453916942984,0.0174829882161726,9907,"ENSG00000161509","character(0)"
"759",11403,"enrichment","anterior","DYNLT1",-3.21884488770067,0.00145045528644051,0.017469769336685,4303,"ENSG00000146425","character(0)"
"760",11404,"enrichment","anterior","LDLRAP1",-3.22078607396388,0.00144104522364146,0.0173735481844347,210,"ENSG00000157978","character(0)"
"761",11405,"enrichment","anterior","MEGF8",-3.22126672047411,0.00143872400734466,0.0173626860708672,10770,"ENSG00000105429","character(0)"
"762",11406,"enrichment","anterior","CDK10",-3.22145188057424,0.00143783072732437,0.0173626860708672,9311,"ENSG00000185324","character(0)"
"763",11407,"enrichment","anterior","GCSH",-3.22221013077644,0.001434178012718,0.0173420635069016,9256,"ENSG00000140905","character(0)"
"764",11408,"enrichment","anterior","POLR2H",-3.22349345256185,0.00142801546977843,0.0173017731596049,2661,"ENSG00000163882","character(0)"
"765",11409,"enrichment","anterior","COA3",-3.22424626341634,0.0014244118880256,0.0172752334634058,9693,"ENSG00000183978","character(0)"
"766",11410,"enrichment","anterior","PAM16",-3.22482793078537,0.0014216333182097,0.017258656718087,8874,"ENSG00000217930","character(0)"
"767",11411,"enrichment","anterior","HPN",-3.22775138764632,0.00140774419018733,0.0171070305417894,10633,"ENSG00000105707","character(0)"
"768",11412,"enrichment","anterior","SHISA8",-3.22796572943116,0.00140673083552187,0.0171070305417894,11718,"ENSG00000234965","character(0)"
"769",11413,"enrichment","anterior","ABHD8",-3.22797342238625,0.00140669447772116,0.0171070305417894,10530,"ENSG00000127220","character(0)"
"770",11414,"enrichment","anterior","MRPS24",-3.23084952893443,0.00139316256192566,0.016997417484572,4495,"ENSG00000062582","character(0)"
"771",11415,"enrichment","anterior","INPP1",-3.23252303429667,0.00138534447888684,0.0169189173370546,1818,"ENSG00000151689","character(0)"
"772",11416,"enrichment","anterior","MED23",-3.23415650189663,0.00137775270152616,0.0168430267761573,4221,"ENSG00000112282","character(0)"
"773",11417,"enrichment","anterior","CNTROB",-3.23596660624835,0.00136938506553628,0.0167574899160972,9450,"ENSG00000170037","character(0)"
"774",11418,"enrichment","anterior","DOHH",-3.23630219589995,0.00136783891276576,0.0167553413913441,10308,"ENSG00000129932","character(0)"
"775",11419,"enrichment","anterior","OBSCN",-3.23688936712355,0.00136513755031474,0.0167390236234682,1143,"ENSG00000154358","character(0)"
"776",11420,"enrichment","anterior","HOMER3",-3.23800231480458,0.00136003085660056,0.0166931498212268,10571,"ENSG00000051128","character(0)"
"777",11421,"enrichment","anterior","STAB1",-3.24004397336063,0.00135070887671753,0.0165953929827857,2290,"ENSG00000010327","character(0)"
"778",11422,"enrichment","anterior","OGFOD2",-3.24645402999221,0.0013218251378451,0.0162568534307409,7691,"ENSG00000111325","character(0)"
"779",11423,"enrichment","anterior","PPFIA4",-3.24645955357794,0.00132180049761974,0.0162568534307409,1026,"ENSG00000143847","character(0)"
"780",11424,"enrichment","anterior","NPM2",-3.24703875945395,0.00131921907631497,0.0162568534307409,4984,"ENSG00000158806","character(0)"
"781",11425,"enrichment","anterior","RPS15",-3.24972857818721,0.0013072922184208,0.0161267884663918,10264,"ENSG00000115268","c(""middle_top11""; ""middle-posterior_top20"")"
"782",11426,"enrichment","anterior","AL590617.2",-3.25132986681488,0.00130023959068596,0.0160722234541313,4244,"ENSG00000225177","character(0)"
"783",11427,"enrichment","anterior","TRMT2A",-3.25159643038225,0.00129906898740562,0.0160722234541313,11517,"ENSG00000099899","character(0)"
"784",11428,"enrichment","anterior","VASH1-AS1",-3.25259079448974,0.0012947109027644,0.0160363128533889,8239,"ENSG00000258301","character(0)"
"785",11429,"enrichment","anterior","DNAL4",-3.25329763842075,0.00129162121448421,0.016014269114675,11680,"ENSG00000100246","character(0)"
"786",11430,"enrichment","anterior","CHADL",-3.25344003824418,0.00129099959900243,0.016014269114675,11704,"ENSG00000100399","character(0)"
"787",11431,"enrichment","anterior","NDUFA1",-3.25361800396722,0.00129022311874384,0.016014269114675,12085,"ENSG00000125356","middle_top16"
"788",11432,"enrichment","anterior","P3H3",-3.25481785616314,0.00128499936151277,0.0159807906352936,7143,"ENSG00000110811","character(0)"
"789",11433,"enrichment","anterior","EPB41L4B",-3.25495528839898,0.00128440228220932,0.0159807906352936,5646,"ENSG00000095203","character(0)"
"790",11434,"enrichment","anterior","CNIH2",-3.25588670592704,0.00128036248827018,0.0159555875831835,6772,"ENSG00000174871","character(0)"
"791",11435,"enrichment","anterior","TMEM265",-3.25796882618423,0.00127137442810723,0.0158597473302152,9041,"ENSG00000281991","character(0)"
"792",11436,"enrichment","anterior","COL9A3",-3.26074343270784,0.00125948809166621,0.0157275198372007,11325,"ENSG00000092758","character(0)"
"793",11437,"enrichment","anterior","PSMD8",-3.26110219317018,0.00125795872848941,0.0157244841061176,10699,"ENSG00000099341","character(0)"
"794",11438,"enrichment","anterior","HES6",-3.26126000583791,0.00125728653374344,0.0157244841061176,1991,"ENSG00000144485","character(0)"
"795",11439,"enrichment","anterior","SPNS2",-3.27176521862864,0.00121328292912988,0.0152283201320459,9371,"ENSG00000183018","character(0)"
"796",11440,"enrichment","anterior","HDAC5",-3.27353973512169,0.00120599272866778,0.0151523752394282,9713,"ENSG00000108840","character(0)"
"797",11441,"enrichment","anterior","ZFP62",-3.27469605640314,0.00120126416640072,0.0151084922163053,3722,"ENSG00000196670","character(0)"
"798",11442,"enrichment","anterior","DXO",-3.27580250243148,0.00119675569270116,0.0150672897459028,3887,"ENSG00000204348","character(0)"
"799",11443,"enrichment","anterior","HAUS7",-3.27595716281291,0.00119612674663623,0.0150672897459028,12159,"ENSG00000213397","character(0)"
"800",11444,"enrichment","anterior","DISP3",-3.27863778811622,0.00118527432118232,0.0149535382625943,108,"ENSG00000204624","character(0)"
"801",11445,"enrichment","anterior","TNS2",-3.27893486606461,0.00118407725925925,0.0149535382625943,7335,"ENSG00000111077","character(0)"
"802",11446,"enrichment","anterior","IGLON5",-3.27896654856223,0.00118394966241129,0.0149535382625943,10917,"ENSG00000142549","character(0)"
"803",11447,"enrichment","anterior","NSUN2",-3.27939167025711,0.00118223877953484,0.0149535382625943,3181,"ENSG00000037474","character(0)"
"804",11448,"enrichment","anterior","ANKDD1A",-3.2844455156709,0.0011620750538149,0.0147675338179701,8572,"ENSG00000166839","character(0)"
"805",11449,"enrichment","anterior","SOX15",-3.28544957682946,0.00115810732796991,0.0147324267267764,9436,"ENSG00000129194","character(0)"
"806",11450,"enrichment","anterior","AC007009.1",-3.28572171883779,0.00115703408166874,0.0147324267267764,4403,"ENSG00000244239","character(0)"
"807",11451,"enrichment","anterior","USP36",-3.2861929722061,0.00115517778632911,0.0147258065045603,9970,"ENSG00000055483","character(0)"
"808",11452,"enrichment","anterior","LRWD1",-3.28732454321457,0.00115073175875438,0.0146997865734298,4724,"ENSG00000161036","character(0)"
"809",11453,"enrichment","anterior","ESRRA",-3.28807088115292,0.00114780805224226,0.0146812368564717,6711,"ENSG00000173153","character(0)"
"810",11454,"enrichment","anterior","HDAC3",-3.29004707274547,0.00114009983030716,0.0146097698380557,3551,"ENSG00000171720","character(0)"
"811",11455,"enrichment","anterior","ANKRD13A",-3.29074135637675,0.00113740319011162,0.0145905078689554,7586,"ENSG00000076513","character(0)"
"812",11456,"enrichment","anterior","IZUMO4",-3.29170398820778,0.00113367407918033,0.0145579470777095,10282,"ENSG00000099840","character(0)"
"813",11457,"enrichment","anterior","COPS6",-3.29316833425867,0.00112802318538908,0.0145006135030299,4678,"ENSG00000168090","character(0)"
"814",11458,"enrichment","anterior","MT3",-3.29361356902271,0.00112631022892872,0.0144938342617407,9102,"ENSG00000087250","middle_top17"
"815",11459,"enrichment","anterior","MRPS25",-3.29424540807423,0.00112388349916769,0.0144778459192044,2086,"ENSG00000131368","character(0)"
"816",11460,"enrichment","anterior","SLC5A6",-3.29425775484094,0.0011238361269093,0.0144778459192044,1312,"ENSG00000138074","character(0)"
"817",11461,"enrichment","anterior","NQO2",-3.29439412382647,0.00112331302784329,0.0144778459192044,3741,"ENSG00000124588","character(0)"
"818",11462,"enrichment","anterior","NDUFA6",-3.29461789005005,0.00112245517141812,0.0144778459192044,11723,"ENSG00000184983","character(0)"
"819",11463,"enrichment","anterior","TTR",-3.29544254113625,0.00111929894897267,0.0144778459192044,10117,"ENSG00000118271","character(0)"
"820",11464,"enrichment","anterior","PABPN1",-3.29946143192733,0.00110403504983219,0.0142974878010577,7998,"ENSG00000100836","character(0)"
"821",11465,"enrichment","anterior","DDT",-3.30096675176857,0.00109836779334657,0.0142391795054738,11556,"ENSG00000099977","character(0)"
"822",11466,"enrichment","anterior","C12orf10",-3.3040931634674,0.00108668377160349,0.0141026635964466,7342,"ENSG00000139637","character(0)"
"823",11467,"enrichment","anterior","FAM219B",-3.3046373170395,0.00108466201274284,0.0140913848095444,8632,"ENSG00000178761","character(0)"
"824",11468,"enrichment","anterior","STK36",-3.30554599489245,0.00108129369160853,0.0140625695531002,1914,"ENSG00000163482","character(0)"
"825",11469,"enrichment","anterior","ZNF335",-3.3056245346728,0.00108100301474509,0.0140625695531002,11249,"ENSG00000198026","character(0)"
"826",11470,"enrichment","anterior","AMPD2",-3.30758221366283,0.0010737810621547,0.0139946412418349,626,"ENSG00000116337","character(0)"
"827",11471,"enrichment","anterior","ID1",-3.30956063854835,0.00106652820120466,0.0139447136467668,11133,"ENSG00000125968","character(0)"
"828",11472,"enrichment","anterior","DDX54",-3.30978721199365,0.00106570050329039,0.0139447136467668,7617,"ENSG00000123064","character(0)"
"829",11473,"enrichment","anterior","GTF3A",-3.31061226754443,0.00106269153193583,0.0139243343814743,7779,"ENSG00000122034","character(0)"
"830",11474,"enrichment","anterior","FAAH",-3.31099919855517,0.00106128312206236,0.0139208006085969,420,"ENSG00000117480","character(0)"
"831",11475,"enrichment","anterior","SMOX",-3.31215580834806,0.0010570834677319,0.0138806072964795,11069,"ENSG00000088826","character(0)"
"832",11476,"enrichment","anterior","HHATL",-3.31239722410805,0.0010562088392299,0.0138806072964795,2173,"ENSG00000010282","character(0)"
"833",11477,"enrichment","anterior","ATP5PO",-3.31257990789951,0.00105554743922255,0.0138806072964795,11413,"ENSG00000241837","character(0)"
"834",11478,"enrichment","anterior","SRRT",-3.3134123044701,0.00105253865367687,0.0138656088806031,4706,"ENSG00000087087","character(0)"
"835",11479,"enrichment","anterior","TMCC1-AS1",-3.31381629893735,0.00105108125133035,0.0138617670007898,2489,"ENSG00000271270","character(0)"
"836",11480,"enrichment","anterior","PTTG1IP",-3.3157015355758,0.00104430509103912,0.0138017618788683,11461,"ENSG00000183255","character(0)"
"837",11481,"enrichment","anterior","CDH24",-3.31643514748101,0.00104167925414716,0.013781957664447,7992,"ENSG00000139880","character(0)"
"838",11482,"enrichment","anterior","RGS6",-3.31652240181408,0.00104136735157042,0.013781957664447,8196,"ENSG00000182732","character(0)"
"839",11483,"enrichment","anterior","MMD2",-3.31932788774682,0.00103138496109136,0.0136753591641453,4372,"ENSG00000136297","character(0)"
"840",11484,"enrichment","anterior","TTC14",-3.31971303811435,0.00103002150534143,0.0136721095578707,2634,"ENSG00000163728","character(0)"
"841",11485,"enrichment","anterior","PTOV1",-3.32045109420973,0.00102741342846752,0.0136523143076255,10894,"ENSG00000104960","character(0)"
"842",11486,"enrichment","anterior","TGFBR3L",-3.32071809429929,0.00102647144238711,0.0136523143076255,10380,"ENSG00000260001","character(0)"
"843",11487,"enrichment","anterior","TSPAN4",-3.3212289400249,0.00102467140008245,0.0136455423376993,6403,"ENSG00000214063","character(0)"
"844",11488,"enrichment","anterior","SH2B2",-3.32259204267291,0.0010198826716543,0.0135965819639846,4720,"ENSG00000160999","character(0)"
"845",11489,"enrichment","anterior","GOLGA8N",-3.32299538986461,0.0010184696683348,0.0135925673530491,8402,"ENSG00000232653","character(0)"
"846",11490,"enrichment","anterior","GMPPA",-3.32431265306623,0.00101386772450876,0.0135459376307318,1930,"ENSG00000144591","character(0)"
"847",11491,"enrichment","anterior","COMMD4",-3.32451672122225,0.00101315653344347,0.0135459376307318,8637,"ENSG00000140365","character(0)"
"848",11492,"enrichment","anterior","SELENON",-3.3252290688367,0.00101067759333177,0.0135328954857403,212,"ENSG00000162430","character(0)"
"849",11493,"enrichment","anterior","LINC01102",-3.32583870596284,0.00100856056684922,0.0135193562826006,1602,"ENSG00000235597","character(0)"
"850",11494,"enrichment","anterior","COL11A1",-3.3268843753271,0.00100493898548379,0.0134855972530619,600,"ENSG00000060718","character(0)"
"851",11495,"enrichment","anterior","DENND3",-3.3278595275668,0.0010015725478598,0.0134563503761628,5322,"ENSG00000105339","character(0)"
"852",11496,"enrichment","anterior","RRP8",-3.32824977981058,0.00100022825645603,0.0134563503761628,6440,"ENSG00000132275","character(0)"
"853",11497,"enrichment","anterior","APRT",-3.32992582874562,0.000994473894744352,0.0134040169385333,9298,"ENSG00000198931","character(0)"
"854",11498,"enrichment","anterior","DDRGK1",-3.33097469490364,0.000990888530615844,0.0133704329876145,11056,"ENSG00000198171","character(0)"
"855",11499,"enrichment","anterior","POM121",-3.33149830470774,0.00098910317059223,0.0133702707030137,4561,"ENSG00000196313","character(0)"
"856",11500,"enrichment","anterior","DNPH1",-3.33206532826011,0.000987173160751526,0.0133645535882474,4004,"ENSG00000112667","character(0)"
"857",11501,"enrichment","anterior","EFS",-3.33409494979682,0.000980293530030248,0.0132861290516849,8000,"ENSG00000100842","character(0)"
"858",11502,"enrichment","anterior","CRTC2",-3.33604511168465,0.000973725323189416,0.0132117559111993,781,"ENSG00000160741","character(0)"
"859",11503,"enrichment","anterior","AC012146.1",-3.33652018354461,0.000972131486749075,0.0132047860283416,9387,"ENSG00000234327","character(0)"
