"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"124","AC007952.4_ENSG00000262202","DLX6-AS1_ENSG00000231764","NSG2_ENSG00000170091","TRMT9B_ENSG00000250305","NDUFV2_ENSG00000178127","ABCA8_ENSG00000141338","SYT7_ENSG00000011347","MFSD4A_ENSG00000174514","TUBA1B_ENSG00000123416","CA11_ENSG00000063180","CD9_ENSG00000010278","GPI_ENSG00000105220","TMEFF2_ENSG00000144339","SEC62_ENSG00000008952","SIRT2_ENSG00000068903","CLTC_ENSG00000141367"
"125","EEF1A1_ENSG00000156508","FAM167A_ENSG00000154319","BEX1_ENSG00000133169","AC090152.1_ENSG00000167912","COX7B_ENSG00000131174","DNAH17_ENSG00000187775","STK32C_ENSG00000165752","FAM106A_ENSG00000273018","CDH22_ENSG00000149654","AP3M2_ENSG00000070718","MAP4K4_ENSG00000071054","AC021613.1_ENSG00000254092","PRR5L_ENSG00000135362","ANKRD12_ENSG00000101745","DYNC1LI2_ENSG00000135720","TRMT9B_ENSG00000250305"
"126","ATF3_ENSG00000162772","FGFRL1_ENSG00000127418","CA4_ENSG00000167434","LSM11_ENSG00000155858","CHGA_ENSG00000100604","JAM3_ENSG00000166086","ZFAND5_ENSG00000107372","SIPA1L1_ENSG00000197555","NPTN_ENSG00000156642","KCTD16_ENSG00000183775","RB1CC1_ENSG00000023287","MAPK11_ENSG00000185386","SNX22_ENSG00000157734","RPS21_ENSG00000171858","ADAMTS4_ENSG00000158859","NEFL_ENSG00000277586"
"127","LTBP4_ENSG00000090006","RPL39_ENSG00000198918","OXR1_ENSG00000164830","GABRA5_ENSG00000186297","OAZ1_ENSG00000104904","LINC01608_ENSG00000253877","SOHLH1_ENSG00000165643","RFX3_ENSG00000080298","SERINC3_ENSG00000132824","ABHD14A_ENSG00000248487","LGALS3BP_ENSG00000108679","RBFOX3_ENSG00000167281","AK5_ENSG00000154027","RPS25_ENSG00000118181","APOD_ENSG00000189058","GHITM_ENSG00000165678"
"128","GYPC_ENSG00000136732","FAT1_ENSG00000083857","NECTIN3_ENSG00000177707","UBE2QL1_ENSG00000215218","ATP5MPL_ENSG00000156411","GALNT6_ENSG00000139629","IGSF21_ENSG00000117154","ACTR3B_ENSG00000133627","YWHAZ_ENSG00000164924","MTERF2_ENSG00000120832","SST_ENSG00000157005","GRM2_ENSG00000164082","PAQR6_ENSG00000160781","FOS_ENSG00000170345","TYMS_ENSG00000176890","MAP1B_ENSG00000131711"
"129","PLAT_ENSG00000104368","OAF_ENSG00000184232","ARL6_ENSG00000113966","CALM3_ENSG00000160014","COX7C_ENSG00000127184","SOX10_ENSG00000100146","NRG1_ENSG00000157168","PSD3_ENSG00000156011","RUNDC3A_ENSG00000108309","KCTD1_ENSG00000134504","TYMS_ENSG00000176890","MRTFA_ENSG00000196588","LIPE_ENSG00000079435","RPL41_ENSG00000229117","PCSK6_ENSG00000140479","CLSTN2_ENSG00000158258"
"130","LIMS2_ENSG00000072163","SCG3_ENSG00000104112","CADM3_ENSG00000162706","RAB3A_ENSG00000105649","NDFIP1_ENSG00000131507","GJC2_ENSG00000198835","NETO1_ENSG00000166342","CAMKV_ENSG00000164076","CLSTN1_ENSG00000171603","LINC01007_ENSG00000233123","MARCKSL1_ENSG00000175130","CXXC4_ENSG00000168772","EVI2A_ENSG00000126860","ANP32E_ENSG00000143401","CA14_ENSG00000118298","COX5A_ENSG00000178741"
"131","RPL27A_ENSG00000166441","PPP1R1B_ENSG00000131771","ATP2B1_ENSG00000070961","PTGFRN_ENSG00000134247","TUBB4B_ENSG00000188229","ICOSLG_ENSG00000160223","ATP2B4_ENSG00000058668","ADCYAP1_ENSG00000141433","EPHA4_ENSG00000116106","FRZB_ENSG00000162998","RHOG_ENSG00000177105","ADD2_ENSG00000075340","LDLRAP1_ENSG00000157978","FAT1_ENSG00000083857","FEZ1_ENSG00000149557","PFKM_ENSG00000152556"
"132","MDK_ENSG00000110492","SLC25A33_ENSG00000171612","FAM81A_ENSG00000157470","DNM1_ENSG00000106976","CALM1_ENSG00000198668","VWA1_ENSG00000179403","CADPS_ENSG00000163618","PTPRO_ENSG00000151490","GLS_ENSG00000115419","KCNN1_ENSG00000105642","CERCAM_ENSG00000167123","RTL8C_ENSG00000134590","FRMD4B_ENSG00000114541","MTRNR2L10_ENSG00000256045","SOX8_ENSG00000005513","SH3GL2_ENSG00000107295"
"133","BST2_ENSG00000130303","MSI2_ENSG00000153944","TPI1_ENSG00000111669","SCOC_ENSG00000153130","TUBB_ENSG00000196230","GOLGA7_ENSG00000147533","PCSK2_ENSG00000125851","RGS12_ENSG00000159788","CRYM_ENSG00000103316","APC_ENSG00000134982","GLDN_ENSG00000186417","CEND1_ENSG00000184524","EFNA1_ENSG00000169242","CPE_ENSG00000109472","TMCC3_ENSG00000057704","DCLK1_ENSG00000133083"
"134","UACA_ENSG00000137831","ADCY2_ENSG00000078295","MYO1B_ENSG00000128641","GLS_ENSG00000115419","SCN4B_ENSG00000177098","PIEZO2_ENSG00000154864","ANK2_ENSG00000145362","PDE8B_ENSG00000113231","NSF_ENSG00000073969","MXRA7_ENSG00000182534","MYO9B_ENSG00000099331","TLE5_ENSG00000104964","THBS2_ENSG00000186340","RPL21_ENSG00000122026","SEPTIN8_ENSG00000164402","OXR1_ENSG00000164830"
"135","LYVE1_ENSG00000133800","PLPP3_ENSG00000162407","C9orf16_ENSG00000171159","EEF1A2_ENSG00000101210","RAB3A_ENSG00000105649","DAAM2_ENSG00000146122","PRRT2_ENSG00000167371","TNFRSF25_ENSG00000215788","HSPA8_ENSG00000109971","ANAPC13_ENSG00000129055","SULF1_ENSG00000137573","IER5L_ENSG00000188483","PXK_ENSG00000168297","ID3_ENSG00000117318","TP53TG5_ENSG00000124251","HTR2A_ENSG00000102468"
"136","RPS27_ENSG00000177954","PLCG2_ENSG00000197943","CBLN2_ENSG00000141668","ST8SIA1_ENSG00000111728","ATP5F1D_ENSG00000099624","YWHAQ_ENSG00000134308","PHYHIPL_ENSG00000165443","CPNE8_ENSG00000139117","EPDR1_ENSG00000086289","PENK_ENSG00000181195","PXK_ENSG00000168297","CYFIP2_ENSG00000055163","TYMSOS_ENSG00000176912","SERPINE2_ENSG00000135919","RASSF2_ENSG00000101265","GABARAPL1_ENSG00000139112"
"137","RPS11_ENSG00000142534","RPL37A_ENSG00000197756","CACNG3_ENSG00000006116","ATP6V1E1_ENSG00000131100","TUBB2A_ENSG00000137267","OLIG1_ENSG00000184221","NDFIP1_ENSG00000131507","PCDH7_ENSG00000169851","DSTN_ENSG00000125868","ADGRB2_ENSG00000121753","DIRAS2_ENSG00000165023","ATP6V1B2_ENSG00000147416","LAMP2_ENSG00000005893","TPT1_ENSG00000133112","EFS_ENSG00000100842","COX7B_ENSG00000131174"
"138","RERGL_ENSG00000111404","S1PR1_ENSG00000170989","SELENOH_ENSG00000211450","NEFL_ENSG00000277586","EXTL2_ENSG00000162694","COL9A2_ENSG00000049089","RAP1GAP2_ENSG00000132359","BEX1_ENSG00000133169","TUBB4B_ENSG00000188229","MFSD4A_ENSG00000174514","NUMA1_ENSG00000137497","SAMD4A_ENSG00000020577","PLEKHH1_ENSG00000054690","PARP14_ENSG00000173193","ZNF536_ENSG00000198597","ETV1_ENSG00000006468"
"139","CD44_ENSG00000026508","C1QL2_ENSG00000144119","ATP5F1B_ENSG00000110955","GPI_ENSG00000105220","HTR2A_ENSG00000102468","HHIP_ENSG00000164161","CHGB_ENSG00000089199","DDN_ENSG00000181418","NDFIP1_ENSG00000131507","KCNC1_ENSG00000129159","EVI2A_ENSG00000126860","TTC9C_ENSG00000162222","COL4A5_ENSG00000188153","OGFRL1_ENSG00000119900","ABCA8_ENSG00000141338","ELOB_ENSG00000103363"
"140","MYH9_ENSG00000100345","EZR_ENSG00000092820","UNC5D_ENSG00000156687","LINC01202_ENSG00000280776","BEX3_ENSG00000166681","SPOCK3_ENSG00000196104","PRNP_ENSG00000171867","GSG1L_ENSG00000169181","ATP5F1D_ENSG00000099624","FBXL16_ENSG00000127585","EEF1D_ENSG00000104529","NRGN_ENSG00000154146","CERCAM_ENSG00000167123","CANX_ENSG00000127022","DAAM2_ENSG00000146122","ATP5MPL_ENSG00000156411"
"141","IGFBP4_ENSG00000141753","SNORC_ENSG00000182600","FKBP1A_ENSG00000088832","PGK1_ENSG00000102144","PFKP_ENSG00000067057","BIN1_ENSG00000136717","MYOM2_ENSG00000036448","CRLF1_ENSG00000006016","SLC6A7_ENSG00000011083","GRIA4_ENSG00000152578","SIK3_ENSG00000160584","FAM102B_ENSG00000162636","ICK_ENSG00000112144","RPL35A_ENSG00000182899","SLC12A2_ENSG00000064651","SNX10_ENSG00000086300"
"142","FLT1_ENSG00000102755","PAMR1_ENSG00000149090","GRM7_ENSG00000196277","TPI1_ENSG00000111669","GABRG2_ENSG00000113327","ERBB3_ENSG00000065361","PEX5L_ENSG00000114757","CAMKK1_ENSG00000004660","SPTSSB_ENSG00000196542","PLEKHA6_ENSG00000143850","AC092958.1_ENSG00000239922","ETV1_ENSG00000006468","CERS2_ENSG00000143418","PDLIM3_ENSG00000154553","KIF13B_ENSG00000197892","ATP6V1B2_ENSG00000147416"
"143","ICAM2_ENSG00000108622","ARHGAP5_ENSG00000100852","CRYM_ENSG00000103316","SLC24A2_ENSG00000155886","NRG1_ENSG00000157168","RTKN_ENSG00000114993","ATP6AP1_ENSG00000071553","KIRREL3_ENSG00000149571","KCNH5_ENSG00000140015","RND1_ENSG00000172602","FAM222A_ENSG00000139438","ARFGEF2_ENSG00000124198","PIP4K2A_ENSG00000150867","CCDC80_ENSG00000091986","FAM124A_ENSG00000150510","SOD1_ENSG00000142168"
"144","EHD2_ENSG00000024422","DDN_ENSG00000181418","SLC22A17_ENSG00000092096","G3BP2_ENSG00000138757","VGF_ENSG00000128564","C21orf91_ENSG00000154642","CPE_ENSG00000109472","TESPA1_ENSG00000135426","SYT13_ENSG00000019505","KCNA1_ENSG00000111262","NENF_ENSG00000117691","DGKH_ENSG00000102780","PDE6B_ENSG00000133256","GPR37L1_ENSG00000170075","CDC42EP1_ENSG00000128283","CFL1_ENSG00000172757"
"145","IGFBP5_ENSG00000115461","SLCO1C1_ENSG00000139155","SDR16C5_ENSG00000170786","ARL6IP1_ENSG00000170540","KLC2_ENSG00000174996","AC009063.2_ENSG00000260788","ATP6V0C_ENSG00000185883","CACNA2D1_ENSG00000153956","GABBR2_ENSG00000136928","ACTL6B_ENSG00000077080","ALDH7A1_ENSG00000164904","PDE1A_ENSG00000115252","C1orf198_ENSG00000119280","RPL30_ENSG00000156482","H3F3B_ENSG00000132475","SATB1_ENSG00000182568"
"146","RPL39_ENSG00000198918","ARHGEF26_ENSG00000114790","VSTM2L_ENSG00000132821","NEK11_ENSG00000114670","NDUFA12_ENSG00000184752","PLEKHB1_ENSG00000021300","BMERB1_ENSG00000166780","ACTN1_ENSG00000072110","MAP3K9_ENSG00000006432","MTFR1L_ENSG00000117640","QDPR_ENSG00000151552","RNF149_ENSG00000163162","TSC22D4_ENSG00000166925","VCAN_ENSG00000038427","COL9A2_ENSG00000049089","SLIRP_ENSG00000119705"
"147","ISYNA1_ENSG00000105655","BAG3_ENSG00000151929","THY1_ENSG00000154096","BEX3_ENSG00000166681","GPX4_ENSG00000167468","CHADL_ENSG00000100399","GSG1L_ENSG00000169181","MAST3_ENSG00000099308","MGAT5B_ENSG00000167889","RTN4RL1_ENSG00000185924","SLAIN1_ENSG00000139737","DCC_ENSG00000187323","CTNNA3_ENSG00000183230","PDLIM4_ENSG00000131435","OLIG2_ENSG00000205927","MAGED2_ENSG00000102316"
"148","VAMP5_ENSG00000168899","CD302_ENSG00000241399","NAPA_ENSG00000105402","NCALD_ENSG00000104490","LDHB_ENSG00000111716","NTM-AS1_ENSG00000224795","PJA2_ENSG00000198961","SLC29A4_ENSG00000164638","GOT1_ENSG00000120053","MICU3_ENSG00000155970","JAM3_ENSG00000166086","PSME4_ENSG00000068878","SLC35F1_ENSG00000196376","RPS6_ENSG00000137154","PRR18_ENSG00000176381","ATP5F1A_ENSG00000152234"
"149","RPL13_ENSG00000167526","RPL34_ENSG00000109475","EPHA4_ENSG00000116106","PGM2L1_ENSG00000165434","ACOT7_ENSG00000097021","PSEN1_ENSG00000080815","BAIAP2_ENSG00000175866","TMOD1_ENSG00000136842","SELENOH_ENSG00000211450","CNKSR2_ENSG00000149970","TMC6_ENSG00000141524","RSBN1L_ENSG00000187257","PCSK6_ENSG00000140479","ATP1A2_ENSG00000018625","TMEM98_ENSG00000006042","NDUFA5_ENSG00000128609"
"150","MYL12A_ENSG00000101608","TRIL_ENSG00000255690","ATP5MD_ENSG00000173915","NECAP1_ENSG00000089818","RTN1_ENSG00000139970","TMC6_ENSG00000141524","STIM1_ENSG00000167323","KCNN2_ENSG00000080709","TSC22D1_ENSG00000102804","VPS9D1_ENSG00000075399","P2RX7_ENSG00000089041","RAPGEFL1_ENSG00000108352","ISLR_ENSG00000129009","NAV2_ENSG00000166833","PRR5L_ENSG00000135362","NDUFB10_ENSG00000140990"
"151","CCN1_ENSG00000142871","COL5A3_ENSG00000080573","PKM_ENSG00000067225","BSN_ENSG00000164061","YWHAG_ENSG00000170027","DDR1_ENSG00000204580","BEX1_ENSG00000133169","NTRK3_ENSG00000140538","DCLK1_ENSG00000133083","CDK14_ENSG00000058091","CNPY3_ENSG00000137161","SATB1_ENSG00000182568","SLC44A1_ENSG00000070214","DDN_ENSG00000181418","PLEKHG3_ENSG00000126822","GOT1_ENSG00000120053"
"152","GNAI2_ENSG00000114353","ENO1_ENSG00000074800","RSPO2_ENSG00000147655","CXXC4_ENSG00000168772","SPTSSB_ENSG00000196542","FEZ1_ENSG00000149557","RNF11_ENSG00000123091","NECTIN3_ENSG00000177707","SERPINI1_ENSG00000163536","SETD2_ENSG00000181555","RNF141_ENSG00000110315","TSPYL2_ENSG00000184205","ZCCHC24_ENSG00000165424","PLSCR4_ENSG00000114698","CD22_ENSG00000012124","ENO2_ENSG00000111674"
"153","RASL12_ENSG00000103710","NKAIN3-IT1_ENSG00000274956","LAMB1_ENSG00000091136","SVOP_ENSG00000166111","BAIAP2L2_ENSG00000128298","LITAF_ENSG00000189067","NPTX2_ENSG00000106236","PRNP_ENSG00000171867","GAP43_ENSG00000172020","RTCB_ENSG00000100220","ZNF644_ENSG00000122482","STX1A_ENSG00000106089","RNASE1_ENSG00000129538","MRO_ENSG00000134042","CYB5R2_ENSG00000166394","NAA38_ENSG00000183011"
"154","GGT5_ENSG00000099998","RPLP1_ENSG00000137818","NDFIP1_ENSG00000131507","MDH1_ENSG00000014641","CUX2_ENSG00000111249","AC018647.1_ENSG00000227544","PHYHIP_ENSG00000168490","C11orf87_ENSG00000185742","SV2B_ENSG00000185518","KCNS2_ENSG00000156486","PLPP2_ENSG00000141934","VPS41_ENSG00000006715","SMOC1_ENSG00000198732","S100A4_ENSG00000196154","PDE8A_ENSG00000073417","NDUFV2_ENSG00000178127"
"155","KCTD12_ENSG00000178695","BBOX1_ENSG00000129151","LDB2_ENSG00000169744","PTPRT_ENSG00000196090","GNG13_ENSG00000127588","NENF_ENSG00000117691","RAB26_ENSG00000167964","C12orf29_ENSG00000133641","FBXO44_ENSG00000132879","ARID4A_ENSG00000032219","AKAP8_ENSG00000105127","IGLON5_ENSG00000142549","GPD1_ENSG00000167588","RPS15A_ENSG00000134419","REEP3_ENSG00000165476","STX1A_ENSG00000106089"
"156","LPP_ENSG00000145012","TOMM7_ENSG00000196683","KCNS1_ENSG00000124134","TUBB3_ENSG00000258947","ESYT1_ENSG00000139641","BCAS1_ENSG00000064787","ADCY1_ENSG00000164742","SORBS2_ENSG00000154556","PHYHIP_ENSG00000168490","CAMKK2_ENSG00000110931","LINC01608_ENSG00000253877","SUGP1_ENSG00000105705","APOD_ENSG00000189058","PLEC_ENSG00000178209","GALNT6_ENSG00000139629","PGK1_ENSG00000102144"
"157","TNXB_ENSG00000168477","RPL35A_ENSG00000182899","PTPRK_ENSG00000152894","PCDH19_ENSG00000165194","SCG5_ENSG00000166922","PLEKHG3_ENSG00000126822","EPHA5_ENSG00000145242","SLC8A2_ENSG00000118160","GABRB2_ENSG00000145864","STS_ENSG00000101846","KCTD3_ENSG00000136636","SYT12_ENSG00000173227","KIAA1755_ENSG00000149633","GASK1B_ENSG00000164125","FOLH1_ENSG00000086205","EIF4A2_ENSG00000156976"
"158","ITM2A_ENSG00000078596","GPM6B_ENSG00000046653","C14orf132_ENSG00000227051","NAP1L2_ENSG00000186462","ATP5PO_ENSG00000241837","RHOG_ENSG00000177105","PAFAH1B1_ENSG00000007168","TP53I11_ENSG00000175274","GPR26_ENSG00000154478","MIR124-2HG_ENSG00000254377","SEPTIN10_ENSG00000186522","PCLO_ENSG00000186472","NTM-AS1_ENSG00000224795","NUPR1_ENSG00000176046","CPB2-AS1_ENSG00000235903","SULT4A1_ENSG00000130540"
"159","CEMIP_ENSG00000103888","TLR4_ENSG00000136869","CALY_ENSG00000130643","SLC25A22_ENSG00000177542","VDAC1_ENSG00000213585","IPO13_ENSG00000117408","SHB_ENSG00000107338","ABLIM2_ENSG00000163995","RTL5_ENSG00000242732","GABRA2_ENSG00000151834","PPIL2_ENSG00000100023","DNAL4_ENSG00000100246","C21orf91_ENSG00000154642","TMEM47_ENSG00000147027","NTM-AS1_ENSG00000224795","ATP6V1A_ENSG00000114573"
"160","IFI44L_ENSG00000137959","SLC7A11_ENSG00000151012","GABRG2_ENSG00000113327","MAGED2_ENSG00000102316","CA10_ENSG00000154975","PTP4A2_ENSG00000184007","CEMIP2_ENSG00000135048","STYK1_ENSG00000060140","TMEM163_ENSG00000152128","CCNB1IP1_ENSG00000100814","WDR6_ENSG00000178252","AC138649.1_ENSG00000274253","SCN3B_ENSG00000166257","NFIX_ENSG00000008441","PTGDS_ENSG00000107317","PNMA6A_ENSG00000235961"
"161","EMP3_ENSG00000142227","MALAT1_ENSG00000251562","C2orf80_ENSG00000188674","GOT1_ENSG00000120053","C9orf16_ENSG00000171159","TJP2_ENSG00000119139","DGKZ_ENSG00000149091","MAL2_ENSG00000147676","SLC12A5_ENSG00000124140","C11orf87_ENSG00000185742","CAHM_ENSG00000270419","RPRML_ENSG00000179673","CSRP1_ENSG00000159176","DDR1_ENSG00000204580","BIN1_ENSG00000136717","YWHAG_ENSG00000170027"
"162","HLA-DRB1_ENSG00000196126","RPL13A_ENSG00000142541","TAFA5_ENSG00000219438","ZNF483_ENSG00000173258","TMEM163_ENSG00000152128","COL4A5_ENSG00000188153","SVOP_ENSG00000166111","GALNT18_ENSG00000110328","NCALD_ENSG00000104490","SOCS5_ENSG00000171150","BACE1_ENSG00000186318","SLC24A2_ENSG00000155886","AL359091.1_ENSG00000207955","PDLIM5_ENSG00000163110","SOX10_ENSG00000100146","SYNGR3_ENSG00000127561"
"163","TNS1_ENSG00000079308","PYGM_ENSG00000068976","TNNT2_ENSG00000118194","PJA2_ENSG00000198961","CPLX1_ENSG00000168993","HIPK2_ENSG00000064393","TUBB_ENSG00000196230","B9D1_ENSG00000108641","GABARAPL1_ENSG00000139112","NAT8L_ENSG00000185818","TMEM123_ENSG00000152558","SEMA6B_ENSG00000167680","MOSPD2_ENSG00000130150","NCAN_ENSG00000130287","C1orf198_ENSG00000119280","STX1B_ENSG00000099365"
"164","RPL13A_ENSG00000142541","SLC15A2_ENSG00000163406","CALB2_ENSG00000172137","CPLX1_ENSG00000168993","AC105446.1_ENSG00000227053","PLPP2_ENSG00000141934","FAM171B_ENSG00000144369","KITLG_ENSG00000049130","GHITM_ENSG00000165678","AP1S1_ENSG00000106367","PREX1_ENSG00000124126","NIPSNAP1_ENSG00000184117","KIAA1217_ENSG00000120549","B3GAT2_ENSG00000112309","AMER2_ENSG00000165566","IPCEF1_ENSG00000074706"
"165","CD151_ENSG00000177697","MGST1_ENSG00000008394","SNX10_ENSG00000086300","ATP5F1B_ENSG00000110955","NPTN_ENSG00000156642","CNTNAP4_ENSG00000152910","SERPINF1_ENSG00000132386","JPH1_ENSG00000104369","PJA2_ENSG00000198961","MEF2D_ENSG00000116604","CACFD1_ENSG00000160325","GNPNAT1_ENSG00000100522","THEMIS2_ENSG00000130775","RPL23A_ENSG00000198242","TMEM125_ENSG00000179178","MGLL_ENSG00000074416"
"166","ADGRA2_ENSG00000020181","SPARC_ENSG00000113140","CHRDL1_ENSG00000101938","BCL11A_ENSG00000119866","VSTM2A_ENSG00000170419","AMER2_ENSG00000165566","TUBA1B_ENSG00000123416","PRKCG_ENSG00000126583","SYT4_ENSG00000132872","HS6ST1_ENSG00000136720","WIPF1_ENSG00000115935","DUSP3_ENSG00000108861","ETNPPL_ENSG00000164089","CRLF1_ENSG00000006016","SHTN1_ENSG00000187164","FAM241B_ENSG00000171224"
"167","SPARC_ENSG00000113140","FBXL16_ENSG00000127585","ATP2B2_ENSG00000157087","SNRPN_ENSG00000128739","UGP2_ENSG00000169764","CTNNA3_ENSG00000183230","GRM1_ENSG00000152822","NPTX2_ENSG00000106236","PTPRK_ENSG00000152894","IRS2_ENSG00000185950","DNM2_ENSG00000079805","LINGO1_ENSG00000169783","ISLR2_ENSG00000167178","RGS12_ENSG00000159788","CDK18_ENSG00000117266","ATP6V1G2_ENSG00000213760"
"168","GADD45B_ENSG00000099860","EEF1A1_ENSG00000156508","PNCK_ENSG00000130822","SSBP3_ENSG00000157216","PREP_ENSG00000085377","RGCC_ENSG00000102760","SPOCK1_ENSG00000152377","AC138647.1_ENSG00000226490","PREPL_ENSG00000138078","RAB15_ENSG00000139998","ROBO3_ENSG00000154134","NTM-AS1_ENSG00000224795","GAL3ST1_ENSG00000128242","RPL35_ENSG00000136942","AATK_ENSG00000181409","LSM11_ENSG00000155858"
"169","CCND1_ENSG00000110092","RPS16_ENSG00000105193","ATP5F1A_ENSG00000152234","CDK14_ENSG00000058091","KLK7_ENSG00000169035","RRBP1_ENSG00000125844","PGAM1_ENSG00000171314","MAN1C1_ENSG00000117643","CHN1_ENSG00000128656","UNC5A_ENSG00000113763","MCAM_ENSG00000076706","IDS_ENSG00000010404","PEA15_ENSG00000162734","RPS28_ENSG00000233927","ZCCHC24_ENSG00000165424","RPRM_ENSG00000177519"
"170","ID1_ENSG00000125968","RPS27_ENSG00000177954","CHCHD10_ENSG00000250479","OAT_ENSG00000065154","TMEM191B_ENSG00000278558","PIP4K2A_ENSG00000150867","RTN4RL2_ENSG00000186907","WASF1_ENSG00000112290","FAIM2_ENSG00000135472","CACNA2D1_ENSG00000153956","LAMP2_ENSG00000005893","RNF11_ENSG00000123091","PLPP2_ENSG00000141934","TAF1D_ENSG00000166012","LITAF_ENSG00000189067","STXBP1_ENSG00000136854"
"171","PTGDS_ENSG00000107317","BCAN_ENSG00000132692","STAT4_ENSG00000138378","STMN3_ENSG00000197457","LINC01202_ENSG00000280776","PACS2_ENSG00000179364","UNC13A_ENSG00000130477","WIF1_ENSG00000156076","TUBB_ENSG00000196230","DCAF5_ENSG00000139990","ZNF704_ENSG00000164684","CDIP1_ENSG00000089486","SLAIN1_ENSG00000139737","MTSS2_ENSG00000132613","SEMA3B_ENSG00000012171","PCLO_ENSG00000186472"
"172","NUPR1_ENSG00000176046","GABRG1_ENSG00000163285","RFX3_ENSG00000080298","ZNF385B_ENSG00000144331","KCNS1_ENSG00000124134","LINC01578_ENSG00000272888","SLC24A2_ENSG00000155886","COL26A1_ENSG00000160963","TMEM35A_ENSG00000126950","ABR_ENSG00000159842","PCDH9_ENSG00000184226","GPCPD1_ENSG00000125772","PDE8A_ENSG00000073417","MYO6_ENSG00000196586","RASGRP3_ENSG00000152689","SYP_ENSG00000102003"
"173","ITGB1_ENSG00000150093","RPL35_ENSG00000136942","NEGR1_ENSG00000172260","ATP1B1_ENSG00000143153","DYNLT3_ENSG00000165169","FAM107B_ENSG00000065809","EFHD2_ENSG00000142634","SMAD3_ENSG00000166949","SNTG1_ENSG00000147481","ELP3_ENSG00000134014","FTL_ENSG00000087086","DMTN_ENSG00000158856","PRRG1_ENSG00000130962","TIMP3_ENSG00000100234","MYO1D_ENSG00000176658","PTPRT_ENSG00000196090"
"174","RHOB_ENSG00000143878","SPARCL1_ENSG00000152583","PLD3_ENSG00000105223","KLK7_ENSG00000169035","ANKRD29_ENSG00000154065","TRIM59_ENSG00000213186","ERC2_ENSG00000187672","BTBD8_ENSG00000189195","ELAVL4_ENSG00000162374","FNBP1L_ENSG00000137942","FAM107B_ENSG00000065809","TLN2_ENSG00000171914","SLC12A2_ENSG00000064651","RPS18_ENSG00000231500","SCD5_ENSG00000145284","MYO5A_ENSG00000197535"
"175","CRIM1_ENSG00000150938","PAX6_ENSG00000007372","PWWP3B_ENSG00000157502","PCLO_ENSG00000186472","HCN1_ENSG00000164588","H3F3B_ENSG00000132475","NCDN_ENSG00000020129","PRKCD_ENSG00000163932","SNAP91_ENSG00000065609","NTRK3_ENSG00000140538","AATK_ENSG00000181409","DNM1_ENSG00000106976","EFHD2_ENSG00000142634","FGF2_ENSG00000138685","TGFA_ENSG00000163235","TUBB3_ENSG00000258947"
"176","RPS8_ENSG00000142937","SLC25A48_ENSG00000145832","SLC30A3_ENSG00000115194","ATP6V0A1_ENSG00000033627","DEXI_ENSG00000182108","DOCK5_ENSG00000147459","PDE1A_ENSG00000115252","MPPED2_ENSG00000066382","AHNAK2_ENSG00000185567","EPS8_ENSG00000151491","RNF5_ENSG00000204308","PRSS3_ENSG00000010438","ABCA2_ENSG00000107331","B2M_ENSG00000166710","VAMP3_ENSG00000049245","DIRAS2_ENSG00000165023"
"177","IER2_ENSG00000160888","ACSS1_ENSG00000154930","UBC_ENSG00000150991","NRSN1_ENSG00000152954","BEND5_ENSG00000162373","HTRA1_ENSG00000166033","APP_ENSG00000142192","PLPPR4_ENSG00000117600","PRKAR1B_ENSG00000188191","TCF25_ENSG00000141002","ANKS1B_ENSG00000185046","MREG_ENSG00000118242","PRCD_ENSG00000214140","RPL13_ENSG00000167526","NINJ2_ENSG00000171840","FNDC5_ENSG00000160097"
"178","NDUFA4L2_ENSG00000185633","CSRP1_ENSG00000159176","VGF_ENSG00000128564","GPRASP1_ENSG00000198932","ARL6IP1_ENSG00000170540","MTURN_ENSG00000180354","RPRML_ENSG00000179673","GAD1_ENSG00000128683","RNF208_ENSG00000212864","AKT3_ENSG00000117020","SLC44A1_ENSG00000070214","CNTFR_ENSG00000122756","NNAT_ENSG00000053438","ALDH7A1_ENSG00000164904","CHST6_ENSG00000183196","ATP1B1_ENSG00000143153"
"179","CEBPD_ENSG00000221869","MYO10_ENSG00000145555","KCNA2_ENSG00000177301","YPEL3_ENSG00000090238","ALDOA_ENSG00000149925","USP54_ENSG00000166348","GFRA2_ENSG00000168546","ARPP21_ENSG00000172995","RASGRF1_ENSG00000058335","B4GALNT1_ENSG00000135454","PTK2_ENSG00000169398","NCALD_ENSG00000104490","CD55_ENSG00000196352","MPP6_ENSG00000105926","PREX1_ENSG00000124126","BEND5_ENSG00000162373"
"180","TGFBR2_ENSG00000163513","ZNRF3_ENSG00000183579","MAN1C1_ENSG00000117643","YWHAB_ENSG00000166913","FABP3_ENSG00000121769","LIPA_ENSG00000107798","HSP90AA1_ENSG00000080824","ZCCHC12_ENSG00000174460","BAIAP2L2_ENSG00000128298","EPB41L4B_ENSG00000095203","CD74_ENSG00000019582","PDZD4_ENSG00000067840","S1PR5_ENSG00000180739","CAPG_ENSG00000042493","TPPP_ENSG00000171368","HMGCLL1_ENSG00000146151"
