"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","results"
"110655",8,"pairwise","Sp09D02-Sp09D04","MT2A",13.7163377619998,1.46956705234441e-32,1.1228410759319e-29,9103,"ENSG00000125148","c(""Sp09D02-Sp09D04_top8""; ""Sp09D02-Sp09D05_top9""; ""Sp09D02-Sp09D07_top17""; ""Sp09D02-Sp09D08_top8"")"
"110656",9,"pairwise","Sp09D02-Sp09D04","FAM107A",13.6070187426475,3.51733326084354e-32,2.26312626914801e-29,2327,"ENSG00000168309","c(""Sp09D02-Sp09D04_top9""; ""Sp09D02-Sp09D07_top20""; ""Sp09D02-Sp09D08_top4""; ""Sp09D05-Sp09D08_top7"")"
"110657",10,"pairwise","Sp09D02-Sp09D04","HPCAL1",13.4100749389322,1.6897723157342e-31,9.83688883802409e-29,1250,"ENSG00000115756","c(""Sp09D03_top1""; ""Sp09D02-Sp09D04_top10""; ""Sp09D03-Sp09D04_top1""; ""Sp09D03-Sp09D05_top1""; ""Sp09D03-Sp09D06_top9""; ""Sp09D03-Sp09D07_top1""; ""Sp09D03-Sp09D08_top1""; ""Sp09D03-Sp09D09_top19""; ""Sp09D05-Sp09D08_top1""; ""Sp09D07-Sp09D08_top19""; ""Sp09D05-Sp09D04_top1""; ""Sp09D07-Sp09D04_top2""; ""Sp09D09-Sp09D04_top4"")"
"110658",11,"pairwise","Sp09D02-Sp09D04","MT-ND2",13.2143533279216,8.00810673863135e-31,4.07912936999035e-28,12213,"ENSG00000198763","c(""Sp09D02_top2""; ""Sp09D02-Sp09D04_top11""; ""Sp09D02-Sp09D06_top10""; ""Sp09D02-Sp09D07_top4""; ""Sp09D02-Sp09D09_top6"")"
"110659",12,"pairwise","Sp09D02-Sp09D04","CLU",13.1946694957936,9.36238621585231e-31,4.57820685955178e-28,5023,"ENSG00000120885","c(""Sp09D02-Sp09D04_top12""; ""Sp09D07-Sp09D04_top19"")"
"110660",13,"pairwise","Sp09D02-Sp09D04","MT-ND5",12.9238881378851,7.9962345792807e-30,3.15335379779699e-27,12222,"ENSG00000198786","c(""Sp09D02_top7""; ""Sp09D02-Sp09D04_top13""; ""Sp09D02-Sp09D06_top9""; ""Sp09D02-Sp09D07_top5""; ""Sp09D02-Sp09D09_top5"")"
"110661",14,"pairwise","Sp09D02-Sp09D04","PTN",12.8534260316259,1.39521970377531e-29,5.16865481171307e-27,4837,"ENSG00000105894","c(""Sp09D02-Sp09D04_top14""; ""Sp09D02-Sp09D05_top15""; ""Sp09D02-Sp09D07_top15""; ""Sp09D02-Sp09D08_top11"")"
"110662",15,"pairwise","Sp09D02-Sp09D04","C1orf61",12.8185721083263,1.83706716159049e-29,6.60533707365992e-27,840,"ENSG00000125462","c(""Sp09D02_top4""; ""Sp09D02-Sp09D04_top15""; ""Sp09D02-Sp09D05_top13""; ""Sp09D02-Sp09D07_top18""; ""Sp09D02-Sp09D08_top9""; ""Sp09D02-Sp09D01_top5"")"
"110663",16,"pairwise","Sp09D02-Sp09D04","METRN",12.7747662222337,2.59536092859962e-29,9.06522495775153e-27,8784,"ENSG00000103260","c(""Sp09D02-Sp09D04_top16""; ""Sp09D02-Sp09D07_top19"")"
"110664",17,"pairwise","Sp09D02-Sp09D04","CST3",12.7202235827971,3.9893121610305e-29,1.318090301854e-26,11122,"ENSG00000101439","c(""Sp09D02_top14""; ""Sp09D02-Sp09D04_top17""; ""Sp09D02-Sp09D08_top16"")"
"110665",18,"pairwise","Sp09D02-Sp09D04","MT-ND1",12.6454489043807,7.18731856456666e-29,2.25294793466224e-26,12212,"ENSG00000198888","c(""Sp09D02_top3""; ""Sp09D02-Sp09D04_top18""; ""Sp09D02-Sp09D06_top4""; ""Sp09D02-Sp09D07_top8""; ""Sp09D02-Sp09D09_top4""; ""Sp09D02-Sp09D01_top18"")"
"110666",19,"pairwise","Sp09D02-Sp09D04","S100B",12.6335884746451,7.8902182413454e-29,2.41144795001119e-26,11480,"ENSG00000160307","c(""Sp09D02-Sp09D03_top4""; ""Sp09D02-Sp09D04_top19""; ""Sp09D02-Sp09D05_top3""; ""Sp09D02-Sp09D08_top7""; ""Sp09D06-Sp09D07_top18""; ""Sp09D06-Sp09D08_top13""; ""Sp09D06-Sp09D04_top12""; ""Sp09D09-Sp09D04_top8""; ""Sp09D06-Sp09D05_top20""; ""Sp09D09-Sp09D07_top17""; ""Sp09D09-Sp09D08_top13"")"
"110667",20,"pairwise","Sp09D02-Sp09D04","CD74",12.6298988893292,8.12256200873224e-29,2.42191025748175e-26,3585,"ENSG00000019582","c(""Sp09D01-Sp09D04_top20""; ""Sp09D02-Sp09D03_top19""; ""Sp09D02-Sp09D04_top20""; ""Sp09D02-Sp09D05_top12""; ""Sp09D02-Sp09D08_top14""; ""Sp09D09-Sp09D04_top20"")"
"110668",21,"pairwise","Sp09D02-Sp09D04","CAMK2N1",12.5683051996499,1.31819590193606e-28,3.83689164313532e-26,164,"ENSG00000162545","c(""Sp09D03_top2""; ""Sp09D03-Sp09D04_top2""; ""Sp09D03-Sp09D05_top3""; ""Sp09D03-Sp09D06_top10""; ""Sp09D03-Sp09D07_top2""; ""Sp09D03-Sp09D08_top2""; ""Sp09D03-Sp09D09_top3""; ""Sp09D05-Sp09D08_top3""; ""Sp09D02-Sp09D01_top7""; ""Sp09D03-Sp09D01_top13""; ""Sp09D05-Sp09D04_top4"")"
"110669",22,"pairwise","Sp09D02-Sp09D04","MT3",12.4675120528337,2.90792577098272e-28,8.07940739778721e-26,9102,"ENSG00000087250","c(""Sp09D02_top11""; ""Sp09D02-Sp09D01_top4"")"
"110670",23,"pairwise","Sp09D02-Sp09D04","MT-ND4",12.2447681540521,1.66165422365092e-27,4.32206869875159e-25,12221,"ENSG00000198886","c(""Sp09D02_top10""; ""Sp09D02-Sp09D06_top6""; ""Sp09D02-Sp09D07_top14""; ""Sp09D02-Sp09D09_top9"")"
"110671",24,"pairwise","Sp09D02-Sp09D04","MT-ND6",11.936737717876,1.8260737359463e-26,4.46475028438871e-24,12223,"ENSG00000198695","c(""Sp09D02_top6""; ""Sp09D02-Sp09D06_top8""; ""Sp09D02-Sp09D07_top16""; ""Sp09D02-Sp09D09_top11"")"
"110672",25,"pairwise","Sp09D02-Sp09D04","MT-ND4L",11.9201746129136,2.07629626378352e-26,4.97700427936343e-24,12220,"ENSG00000212907","c(""Sp09D02_top8""; ""Sp09D02-Sp09D06_top11""; ""Sp09D02-Sp09D07_top9""; ""Sp09D02-Sp09D09_top7"")"
"115360",1,"pairwise","Sp09D02-Sp09D05","GFAP",16.2960196291085,1.39400853551299e-41,1.70417543466463e-37,9727,"ENSG00000131095","c(""Sp09D01-Sp09D08_top18""; ""Sp09D02-Sp09D03_top1""; ""Sp09D02-Sp09D04_top2""; ""Sp09D02-Sp09D05_top1""; ""Sp09D02-Sp09D07_top10""; ""Sp09D02-Sp09D08_top1""; ""Sp09D06-Sp09D08_top17""; ""Sp09D09-Sp09D04_top2""; ""Sp09D09-Sp09D05_top20""; ""Sp09D09-Sp09D07_top11""; ""Sp09D09-Sp09D08_top2""; ""all_top8"")"
"115361",2,"pairwise","Sp09D02-Sp09D05","SPARC",15.1076894138491,2.05306404709838e-37,1.25493539878889e-33,3598,"ENSG00000113140","c(""Sp09D02-Sp09D03_top2""; ""Sp09D02-Sp09D04_top1""; ""Sp09D02-Sp09D05_top2""; ""Sp09D02-Sp09D07_top1""; ""Sp09D02-Sp09D08_top2""; ""Sp09D02-Sp09D09_top17"")"
"115362",3,"pairwise","Sp09D02-Sp09D05","S100B",13.0953169316852,2.05872502938235e-30,4.19465224736654e-27,11480,"ENSG00000160307","c(""Sp09D02-Sp09D03_top4""; ""Sp09D02-Sp09D04_top19""; ""Sp09D02-Sp09D05_top3""; ""Sp09D02-Sp09D08_top7""; ""Sp09D06-Sp09D07_top18""; ""Sp09D06-Sp09D08_top13""; ""Sp09D06-Sp09D04_top12""; ""Sp09D09-Sp09D04_top8""; ""Sp09D06-Sp09D05_top20""; ""Sp09D09-Sp09D07_top17""; ""Sp09D09-Sp09D08_top13"")"
"115363",4,"pairwise","Sp09D02-Sp09D05","MALAT1",12.2267680510935,1.91232681609405e-27,2.57068842723001e-24,6743,"ENSG00000251562","c(""Sp09D01-Sp09D04_top19""; ""Sp09D01-Sp09D08_top20""; ""Sp09D02-Sp09D03_top14""; ""Sp09D02-Sp09D04_top3""; ""Sp09D02-Sp09D05_top4""; ""Sp09D02-Sp09D07_top7""; ""Sp09D02-Sp09D08_top3""; ""Sp09D02-Sp09D09_top19"")"
"115364",5,"pairwise","Sp09D02-Sp09D05","AGT",12.2010396168674,2.33745481089448e-27,2.59776227847137e-24,1157,"ENSG00000135744","c(""Sp09D02-Sp09D03_top6""; ""Sp09D02-Sp09D04_top6""; ""Sp09D02-Sp09D05_top5""; ""Sp09D02-Sp09D08_top5"")"
"115365",6,"pairwise","Sp09D02-Sp09D05","PLEKHB1",12.0600450654803,7.008964503138e-27,7.14038258757184e-24,6852,"ENSG00000021300","c(""Sp09D02-Sp09D03_top3""; ""Sp09D02-Sp09D05_top6""; ""Sp09D02-Sp09D08_top15""; ""Sp09D06-Sp09D07_top9""; ""Sp09D06-Sp09D08_top7""; ""Sp09D06-Sp09D03_top14""; ""Sp09D09-Sp09D03_top14""; ""Sp09D06-Sp09D04_top8""; ""Sp09D09-Sp09D04_top3""; ""Sp09D06-Sp09D05_top14""; ""Sp09D09-Sp09D05_top10""; ""Sp09D09-Sp09D07_top2""; ""Sp09D09-Sp09D08_top4""; ""all_top18"")"
"115366",7,"pairwise","Sp09D02-Sp09D05","DBI",11.6091263141811,2.29357171780114e-25,1.47573232895363e-22,1647,"ENSG00000155368","c(""Sp09D02-Sp09D03_top7""; ""Sp09D02-Sp09D05_top7"")"
"115367",8,"pairwise","Sp09D02-Sp09D05","B2M",11.4057080348473,1.09210675288771e-24,6.06863866093282e-22,8492,"ENSG00000166710","c(""Sp09D01-Sp09D02_top12""; ""Sp09D01-Sp09D03_top2""; ""Sp09D01-Sp09D04_top6""; ""Sp09D01-Sp09D05_top2""; ""Sp09D01-Sp09D07_top5""; ""Sp09D01-Sp09D08_top4""; ""Sp09D01-Sp09D09_top17""; ""Sp09D02-Sp09D03_top5""; ""Sp09D02-Sp09D05_top8""; ""all_top3"")"
"115368",9,"pairwise","Sp09D02-Sp09D05","MT2A",11.3813467675219,1.31577270414955e-24,6.99361796009922e-22,9103,"ENSG00000125148","c(""Sp09D02-Sp09D04_top8""; ""Sp09D02-Sp09D05_top9""; ""Sp09D02-Sp09D07_top17""; ""Sp09D02-Sp09D08_top8"")"
"115369",10,"pairwise","Sp09D02-Sp09D05","GPM6B",11.3371495727765,1.84433761105615e-24,9.36077968448926e-22,11816,"ENSG00000046653","c(""Sp09D02-Sp09D03_top12""; ""Sp09D02-Sp09D05_top10""; ""Sp09D02-Sp09D08_top12"")"
"115370",11,"pairwise","Sp09D02-Sp09D05","VIM",11.3136575780928,2.2065774309837e-24,1.03751573437599e-21,5948,"ENSG00000026025","c(""Sp09D01_top19""; ""Sp09D01-Sp09D03_top9""; ""Sp09D01-Sp09D04_top3""; ""Sp09D01-Sp09D05_top7""; ""Sp09D01-Sp09D06_top5""; ""Sp09D01-Sp09D07_top7""; ""Sp09D01-Sp09D08_top5""; ""Sp09D01-Sp09D09_top6""; ""Sp09D02-Sp09D03_top10""; ""Sp09D02-Sp09D04_top4""; ""Sp09D02-Sp09D05_top11""; ""Sp09D02-Sp09D07_top13""; ""Sp09D02-Sp09D08_top6""; ""all_top6"")"
"115371",12,"pairwise","Sp09D02-Sp09D05","CD74",11.0455018483179,1.6939048786369e-23,7.66962486716152e-21,3585,"ENSG00000019582","c(""Sp09D01-Sp09D04_top20""; ""Sp09D02-Sp09D03_top19""; ""Sp09D02-Sp09D04_top20""; ""Sp09D02-Sp09D05_top12""; ""Sp09D02-Sp09D08_top14""; ""Sp09D09-Sp09D04_top20"")"
"115372",13,"pairwise","Sp09D02-Sp09D05","C1orf61",10.9588928017404,3.26012617641377e-23,1.4233943752378e-20,840,"ENSG00000125462","c(""Sp09D02_top4""; ""Sp09D02-Sp09D04_top15""; ""Sp09D02-Sp09D05_top13""; ""Sp09D02-Sp09D07_top18""; ""Sp09D02-Sp09D08_top9""; ""Sp09D02-Sp09D01_top5"")"
"115373",14,"pairwise","Sp09D02-Sp09D05","MT-ATP8",10.9472301551859,3.56011661864413e-23,1.50077329872153e-20,12216,"ENSG00000228253","c(""Sp09D02_top1""; ""Sp09D02-Sp09D03_top20""; ""Sp09D02-Sp09D04_top7""; ""Sp09D02-Sp09D05_top14""; ""Sp09D02-Sp09D06_top3""; ""Sp09D02-Sp09D07_top3""; ""Sp09D02-Sp09D08_top19""; ""Sp09D02-Sp09D09_top2"")"
"115374",15,"pairwise","Sp09D02-Sp09D05","PTN",10.9116805881409,4.65485477071716e-23,1.89685331906724e-20,4837,"ENSG00000105894","c(""Sp09D02-Sp09D04_top14""; ""Sp09D02-Sp09D05_top15""; ""Sp09D02-Sp09D07_top15""; ""Sp09D02-Sp09D08_top11"")"
"115375",16,"pairwise","Sp09D02-Sp09D05","SNORC",10.8864343355087,5.63012761827318e-23,2.22026806881902e-20,1973,"ENSG00000182600","c(""Sp09D02-Sp09D05_top16""; ""Sp09D02-Sp09D08_top18"")"
"115376",17,"pairwise","Sp09D02-Sp09D05","AHNAK",10.7764066183876,1.28751979400943e-22,4.91872796305165e-20,6658,"ENSG00000124942","Sp09D02-Sp09D05_top17"
"115377",18,"pairwise","Sp09D02-Sp09D05","CSRP1",10.6697180605614,2.86294402051144e-22,1.02939678384566e-19,1007,"ENSG00000159176","c(""Sp09D02-Sp09D03_top11""; ""Sp09D02-Sp09D05_top18""; ""Sp09D06-Sp09D07_top19""; ""Sp09D06-Sp09D08_top19""; ""Sp09D06-Sp09D04_top16""; ""Sp09D09-Sp09D04_top14""; ""Sp09D09-Sp09D07_top19""; ""Sp09D09-Sp09D08_top19"")"
"115378",19,"pairwise","Sp09D02-Sp09D05","SNHG25",10.6614384206914,3.04574174147231e-22,1.06383407969997e-19,9856,"ENSG00000266402","Sp09D02-Sp09D05_top19"
"115379",20,"pairwise","Sp09D02-Sp09D05","PTGDS",10.6317950941818,3.80073353663324e-22,1.25578290500923e-19,5859,"ENSG00000107317","c(""Sp09D02-Sp09D03_top18""; ""Sp09D02-Sp09D05_top20""; ""Sp09D06-Sp09D08_top20""; ""Sp09D06-Sp09D04_top18""; ""Sp09D09-Sp09D04_top16""; ""Sp09D09-Sp09D07_top20""; ""Sp09D09-Sp09D08_top17"")"
"115380",21,"pairwise","Sp09D02-Sp09D05","RPL13A",10.48932303806,1.09820302146922e-21,3.35638298436531e-19,10880,"ENSG00000142541","character(0)"
"115381",22,"pairwise","Sp09D02-Sp09D05","CXCL14",10.4497726190779,1.47292707883355e-21,4.39183744847321e-19,3499,"ENSG00000145824","c(""Sp09D02_top5""; ""Sp09D02-Sp09D04_top5""; ""Sp09D02-Sp09D06_top1""; ""Sp09D02-Sp09D07_top2""; ""Sp09D02-Sp09D08_top10""; ""Sp09D02-Sp09D09_top1""; ""Sp09D03-Sp09D07_top5""; ""Sp09D03-Sp09D09_top18""; ""Sp09D02-Sp09D01_top10"")"
"115382",23,"pairwise","Sp09D02-Sp09D05","HLA-B",10.3874843450834,2.33667399882605e-21,6.20996513818445e-19,3861,"ENSG00000234745","c(""Sp09D01_top9""; ""Sp09D01-Sp09D02_top5""; ""Sp09D01-Sp09D03_top1""; ""Sp09D01-Sp09D04_top5""; ""Sp09D01-Sp09D05_top1""; ""Sp09D01-Sp09D06_top13""; ""Sp09D01-Sp09D07_top3""; ""Sp09D01-Sp09D08_top3""; ""Sp09D01-Sp09D09_top7""; ""Sp09D02-Sp09D03_top9""; ""all_top5"")"
"115383",24,"pairwise","Sp09D02-Sp09D05","EEF1A1",10.2903935769237,4.78682448438353e-21,1.14742998669782e-18,4073,"ENSG00000156508","character(0)"
"115384",25,"pairwise","Sp09D02-Sp09D05","CST3",10.2868779854931,4.91250420022111e-21,1.15491084322506e-18,11122,"ENSG00000101439","c(""Sp09D02_top14""; ""Sp09D02-Sp09D04_top17""; ""Sp09D02-Sp09D08_top16"")"
"119804",1,"pairwise","Sp09D02-Sp09D06","CXCL14",16.827901152766,1.90201204970334e-43,3.87534955127056e-40,3499,"ENSG00000145824","c(""Sp09D02_top5""; ""Sp09D02-Sp09D04_top5""; ""Sp09D02-Sp09D06_top1""; ""Sp09D02-Sp09D07_top2""; ""Sp09D02-Sp09D08_top10""; ""Sp09D02-Sp09D09_top1""; ""Sp09D03-Sp09D07_top5""; ""Sp09D03-Sp09D09_top18""; ""Sp09D02-Sp09D01_top10"")"
"119805",2,"pairwise","Sp09D02-Sp09D06","SCG3",16.1021925127497,6.67295933312747e-41,9.06410309416482e-38,8520,"ENSG00000104112","c(""Sp09D02_top12""; ""Sp09D02-Sp09D03_top8""; ""Sp09D02-Sp09D06_top2""; ""Sp09D02-Sp09D09_top18""; ""Sp09D02-Sp09D01_top6"")"
"119806",3,"pairwise","Sp09D02-Sp09D06","MT-ATP8",15.4495955083332,1.29981792669107e-38,1.44457037761803e-35,12216,"ENSG00000228253","c(""Sp09D02_top1""; ""Sp09D02-Sp09D03_top20""; ""Sp09D02-Sp09D04_top7""; ""Sp09D02-Sp09D05_top14""; ""Sp09D02-Sp09D06_top3""; ""Sp09D02-Sp09D07_top3""; ""Sp09D02-Sp09D08_top19""; ""Sp09D02-Sp09D09_top2"")"
"119807",4,"pairwise","Sp09D02-Sp09D06","MT-ND1",15.0785424867186,2.5972534446109e-37,2.44241718156679e-34,12212,"ENSG00000198888","c(""Sp09D02_top3""; ""Sp09D02-Sp09D04_top18""; ""Sp09D02-Sp09D06_top4""; ""Sp09D02-Sp09D07_top8""; ""Sp09D02-Sp09D09_top4""; ""Sp09D02-Sp09D01_top18"")"
"119808",5,"pairwise","Sp09D02-Sp09D06","MT-CO1",14.9856006588633,5.49598044007105e-37,4.79916863427632e-34,12214,"ENSG00000198804","c(""Sp09D02_top15""; ""Sp09D02-Sp09D06_top5""; ""Sp09D02-Sp09D09_top8""; ""Sp09D02-Sp09D01_top16"")"
"119809",6,"pairwise","Sp09D02-Sp09D06","MT-ND4",14.2415352505586,2.1900406563667e-34,1.27491652495633e-31,12221,"ENSG00000198886","c(""Sp09D02_top10""; ""Sp09D02-Sp09D06_top6""; ""Sp09D02-Sp09D07_top14""; ""Sp09D02-Sp09D09_top9"")"
"119810",7,"pairwise","Sp09D02-Sp09D06","MT-CO3",14.2097727884719,2.82599132986731e-34,1.57035200034672e-31,12218,"ENSG00000198938","c(""Sp09D02-Sp09D06_top7""; ""Sp09D02-Sp09D09_top16"")"
"119811",8,"pairwise","Sp09D02-Sp09D06","MT-ND6",14.201756747512,3.01376200584825e-34,1.60188002267369e-31,12223,"ENSG00000198695","c(""Sp09D02_top6""; ""Sp09D02-Sp09D06_top8""; ""Sp09D02-Sp09D07_top16""; ""Sp09D02-Sp09D09_top11"")"
"119812",9,"pairwise","Sp09D02-Sp09D06","MT-ND5",14.1507615214631,4.53731153888604e-34,2.31119306512008e-31,12222,"ENSG00000198786","c(""Sp09D02_top7""; ""Sp09D02-Sp09D04_top13""; ""Sp09D02-Sp09D06_top9""; ""Sp09D02-Sp09D07_top5""; ""Sp09D02-Sp09D09_top5"")"
"119813",10,"pairwise","Sp09D02-Sp09D06","MT-ND2",13.7574084770812,1.05845943723057e-32,4.79246911857176e-30,12213,"ENSG00000198763","c(""Sp09D02_top2""; ""Sp09D02-Sp09D04_top11""; ""Sp09D02-Sp09D06_top10""; ""Sp09D02-Sp09D07_top4""; ""Sp09D02-Sp09D09_top6"")"
"119814",11,"pairwise","Sp09D02-Sp09D06","MT-ND4L",13.5385576382377,6.07207912101404e-32,2.5596954225654e-29,12220,"ENSG00000212907","c(""Sp09D02_top8""; ""Sp09D02-Sp09D06_top11""; ""Sp09D02-Sp09D07_top9""; ""Sp09D02-Sp09D09_top7"")"
"119815",12,"pairwise","Sp09D02-Sp09D06","CPE",13.4622204072822,1.11561320359599e-31,4.39947464966485e-29,3116,"ENSG00000109472","Sp09D02-Sp09D06_top12"
"119816",13,"pairwise","Sp09D02-Sp09D06","MT-ATP6",13.4378988230486,1.35403603819339e-31,5.17284080216069e-29,12217,"ENSG00000198899","c(""Sp09D02_top18""; ""Sp09D02-Sp09D06_top13""; ""Sp09D02-Sp09D09_top12"")"
"119817",14,"pairwise","Sp09D02-Sp09D06","SPARCL1",13.2365796555332,6.71252635340577e-31,2.27946207417738e-28,2955,"ENSG00000152583","Sp09D02-Sp09D06_top14"
"119818",15,"pairwise","Sp09D02-Sp09D06","MT-CYB",13.1589542221037,1.24297094920616e-30,3.99876838264351e-28,12224,"ENSG00000198727","c(""Sp09D02-Sp09D06_top15""; ""Sp09D02-Sp09D09_top14"")"
"119819",16,"pairwise","Sp09D02-Sp09D06","MT-CO2",13.0456763432758,3.05067362502211e-30,9.32362126647381e-28,12215,"ENSG00000198712","c(""Sp09D02-Sp09D06_top16""; ""Sp09D02-Sp09D09_top15"")"
"119820",17,"pairwise","Sp09D02-Sp09D06","DDN",12.5557297007535,1.45507360213617e-28,3.55765495722294e-26,7292,"ENSG00000181418","c(""Sp09D02-Sp09D06_top17""; ""Sp09D03-Sp09D04_top18""; ""Sp09D05-Sp09D08_top10""; ""Sp09D05-Sp09D04_top19"")"
"119821",18,"pairwise","Sp09D02-Sp09D06","MTRNR2L12",12.5003868584723,2.24690428603721e-28,5.38596174447155e-26,2371,"ENSG00000269028","c(""Sp09D02_top9""; ""Sp09D02-Sp09D06_top18""; ""Sp09D02-Sp09D07_top11""; ""Sp09D02-Sp09D09_top13"")"
"119822",19,"pairwise","Sp09D02-Sp09D06","MT-ND3",12.4618325602503,3.04036184108758e-28,7.01291009571615e-26,12219,"ENSG00000198840","Sp09D02-Sp09D06_top19"
"119823",20,"pairwise","Sp09D02-Sp09D06","CCK",12.183495158444,2.68019093809453e-27,5.64919555486305e-25,2165,"ENSG00000187094","c(""Sp09D02-Sp09D06_top20""; ""Sp09D03-Sp09D06_top7""; ""Sp09D05-Sp09D06_top10""; ""Sp09D07-Sp09D09_top1""; ""Sp09D02-Sp09D01_top14""; ""Sp09D05-Sp09D04_top6""; ""Sp09D07-Sp09D04_top1""; ""Sp09D08-Sp09D04_top4""; ""Sp09D07-Sp09D06_top1"")"
"119824",21,"pairwise","Sp09D02-Sp09D06","CLU",11.4429225824874,8.21394175705201e-25,1.27108149341723e-22,5023,"ENSG00000120885","c(""Sp09D02-Sp09D04_top12""; ""Sp09D07-Sp09D04_top19"")"
"119825",22,"pairwise","Sp09D02-Sp09D06","CAMK2N1",11.3819096268387,1.31012266653673e-24,1.97731476523599e-22,164,"ENSG00000162545","c(""Sp09D03_top2""; ""Sp09D03-Sp09D04_top2""; ""Sp09D03-Sp09D05_top3""; ""Sp09D03-Sp09D06_top10""; ""Sp09D03-Sp09D07_top2""; ""Sp09D03-Sp09D08_top2""; ""Sp09D03-Sp09D09_top3""; ""Sp09D05-Sp09D08_top3""; ""Sp09D02-Sp09D01_top7""; ""Sp09D03-Sp09D01_top13""; ""Sp09D05-Sp09D04_top4"")"
"119826",23,"pairwise","Sp09D02-Sp09D06","RELN",11.2869378257311,2.70541988258686e-24,3.84578582146795e-22,4734,"ENSG00000189056","c(""Sp09D02_top13""; ""Sp09D02-Sp09D07_top12""; ""Sp09D02-Sp09D09_top10"")"
"119827",24,"pairwise","Sp09D02-Sp09D06","ALDOC",11.2119399393061,4.78979151059796e-24,6.73048289851266e-22,9543,"ENSG00000109107","c(""Sp09D08_top16""; ""Sp09D08-Sp09D09_top16""; ""Sp09D02-Sp09D01_top1""; ""Sp09D08-Sp09D03_top9""; ""Sp09D08-Sp09D05_top5""; ""Sp09D08-Sp09D07_top9"")"
"119828",25,"pairwise","Sp09D02-Sp09D06","GAD2",11.199363962639,5.27063097489399e-24,7.32198450773625e-22,5974,"ENSG00000136750","character(0)"
"123208",1,"pairwise","Sp09D02-Sp09D07","SPARC",16.0940239380111,7.12820928662726e-41,4.35711792645091e-37,3598,"ENSG00000113140","c(""Sp09D02-Sp09D03_top2""; ""Sp09D02-Sp09D04_top1""; ""Sp09D02-Sp09D05_top2""; ""Sp09D02-Sp09D07_top1""; ""Sp09D02-Sp09D08_top2""; ""Sp09D02-Sp09D09_top17"")"
"123209",2,"pairwise","Sp09D02-Sp09D07","CXCL14",15.7624449599256,1.03856957374083e-39,4.23217101299387e-36,3499,"ENSG00000145824","c(""Sp09D02_top5""; ""Sp09D02-Sp09D04_top5""; ""Sp09D02-Sp09D06_top1""; ""Sp09D02-Sp09D07_top2""; ""Sp09D02-Sp09D08_top10""; ""Sp09D02-Sp09D09_top1""; ""Sp09D03-Sp09D07_top5""; ""Sp09D03-Sp09D09_top18""; ""Sp09D02-Sp09D01_top10"")"
"123210",3,"pairwise","Sp09D02-Sp09D07","MT-ATP8",15.0413778829327,3.505085187454e-37,7.14161106943751e-34,12216,"ENSG00000228253","c(""Sp09D02_top1""; ""Sp09D02-Sp09D03_top20""; ""Sp09D02-Sp09D04_top7""; ""Sp09D02-Sp09D05_top14""; ""Sp09D02-Sp09D06_top3""; ""Sp09D02-Sp09D07_top3""; ""Sp09D02-Sp09D08_top19""; ""Sp09D02-Sp09D09_top2"")"
"123211",4,"pairwise","Sp09D02-Sp09D07","MT-ND2",13.5318641564674,6.40487888576464e-32,7.82996443784727e-29,12213,"ENSG00000198763","c(""Sp09D02_top2""; ""Sp09D02-Sp09D04_top11""; ""Sp09D02-Sp09D06_top10""; ""Sp09D02-Sp09D07_top4""; ""Sp09D02-Sp09D09_top6"")"
"123212",5,"pairwise","Sp09D02-Sp09D07","MT-ND5",13.3698790688125,2.32670286038636e-31,2.3703285390186e-28,12222,"ENSG00000198786","c(""Sp09D02_top7""; ""Sp09D02-Sp09D04_top13""; ""Sp09D02-Sp09D06_top9""; ""Sp09D02-Sp09D07_top5""; ""Sp09D02-Sp09D09_top5"")"
"123213",6,"pairwise","Sp09D02-Sp09D07","AP1S2",13.3296681987838,3.20356343647337e-31,2.7973973579205e-28,11824,"ENSG00000182287","c(""Sp09D02-Sp09D07_top6""; ""Sp09D02-Sp09D09_top3"")"
"123214",7,"pairwise","Sp09D02-Sp09D07","MALAT1",13.295411524394,4.20631092631888e-31,3.42814340494989e-28,6743,"ENSG00000251562","c(""Sp09D01-Sp09D04_top19""; ""Sp09D01-Sp09D08_top20""; ""Sp09D02-Sp09D03_top14""; ""Sp09D02-Sp09D04_top3""; ""Sp09D02-Sp09D05_top4""; ""Sp09D02-Sp09D07_top7""; ""Sp09D02-Sp09D08_top3""; ""Sp09D02-Sp09D09_top19"")"
"123215",8,"pairwise","Sp09D02-Sp09D07","MT-ND1",13.0429966503938,3.11610525882703e-30,2.24084628171532e-27,12212,"ENSG00000198888","c(""Sp09D02_top3""; ""Sp09D02-Sp09D04_top18""; ""Sp09D02-Sp09D06_top4""; ""Sp09D02-Sp09D07_top8""; ""Sp09D02-Sp09D09_top4""; ""Sp09D02-Sp09D01_top18"")"
"123216",9,"pairwise","Sp09D02-Sp09D07","MT-ND4L",12.6292266841109,8.16562198734671e-29,4.82213544601518e-26,12220,"ENSG00000212907","c(""Sp09D02_top8""; ""Sp09D02-Sp09D06_top11""; ""Sp09D02-Sp09D07_top9""; ""Sp09D02-Sp09D09_top7"")"
