"","1","2","3","4","5","6","7","8","9"
"102","SLC13A4_ENSG00000164707","RPL41_ENSG00000229117","PRKCA_ENSG00000154229","FRMD3_ENSG00000172159","GRIA4_ENSG00000152578","APLP1_ENSG00000105290","DOCK3_ENSG00000088538","ESYT1_ENSG00000139641","LDB3_ENSG00000122367"
"103","PECAM1_ENSG00000261371","PBXIP1_ENSG00000163346","LRRTM4_ENSG00000176204","NCALD_ENSG00000104490","CCK_ENSG00000187094","QDPR_ENSG00000151552","MTCH1_ENSG00000137409","RTL8C_ENSG00000134590","CERS2_ENSG00000143418"
"104","S100A11_ENSG00000163191","CTSH_ENSG00000103811","GRIN2B_ENSG00000273079","PARM1_ENSG00000169116","GRIN2A_ENSG00000183454","RHOG_ENSG00000177105","STMN1_ENSG00000117632","SLC30A3_ENSG00000115194","ZCCHC24_ENSG00000165424"
"105","PTPRB_ENSG00000127329","SNHG25_ENSG00000266402","DDN_ENSG00000181418","SYNGR3_ENSG00000127561","RASGRF1_ENSG00000058335","PRIMA1_ENSG00000175785","PCDH17_ENSG00000118946","EEF1A2_ENSG00000101210","SLC45A3_ENSG00000158715"
"106","PLAC9_ENSG00000189129","PTN_ENSG00000105894","TMEM59L_ENSG00000105696","MORF4L2_ENSG00000123562","CACNB2_ENSG00000165995","RASSF2_ENSG00000101265","SLC8A1_ENSG00000183023","UQCRC1_ENSG00000010256","SELENOP_ENSG00000250722"
"107","EMP1_ENSG00000134531","PREX2_ENSG00000046889","PYDC1_ENSG00000169900","CCDC85A_ENSG00000055813","C1orf115_ENSG00000162817","S100B_ENSG00000160307","BDNF_ENSG00000176697","STAC2_ENSG00000141750","ADAMTS4_ENSG00000158859"
"108","ELN_ENSG00000049540","ENTPD2_ENSG00000054179","CBLN4_ENSG00000054803","BEX4_ENSG00000102409","GNG3_ENSG00000162188","PIP4K2A_ENSG00000150867","SOSTDC1_ENSG00000171243","ASB2_ENSG00000100628","CRYAB_ENSG00000109846"
"109","ENG_ENSG00000106991","CDC42EP4_ENSG00000179604","SIPA1L1_ENSG00000197555","PNMA8A_ENSG00000182013","LRATD1_ENSG00000162981","RHOU_ENSG00000116574","BAIAP2_ENSG00000175866","HSP90AA1_ENSG00000080824","SEMA3A_ENSG00000075213"
"110","ADAMTS1_ENSG00000154734","GAD2_ENSG00000136750","GRIA2_ENSG00000120251","TRMT9B_ENSG00000250305","CCNO_ENSG00000152669","FAM107B_ENSG00000065809","TMEM155_ENSG00000164112","NAT8L_ENSG00000185818","DIRAS3_ENSG00000162595"
"111","CFB_ENSG00000243649","EEF2_ENSG00000167658","FNDC9_ENSG00000172568","NRN1_ENSG00000124785","CDK5R1_ENSG00000176749","PLPP2_ENSG00000141934","AC021613.1_ENSG00000254092","CRYM_ENSG00000103316","CDKN1C_ENSG00000129757"
"112","APOD_ENSG00000189058","TMEM47_ENSG00000147027","CACNB2_ENSG00000165995","SLC25A22_ENSG00000177542","MGAT5B_ENSG00000167889","CDK18_ENSG00000117266","SCN3B_ENSG00000166257","PGAM1_ENSG00000171314","QKI_ENSG00000112531"
"113","HEG1_ENSG00000173706","PAX6_ENSG00000007372","C1QTNF4_ENSG00000172247","ATP6V1B2_ENSG00000147416","HSPB3_ENSG00000169271","NPC1_ENSG00000141458","RAB26_ENSG00000167964","GABRG2_ENSG00000113327","AIF1L_ENSG00000126878"
"114","TUBB6_ENSG00000176014","GATM_ENSG00000171766","DAB1_ENSG00000173406","FXYD6_ENSG00000137726","SHD_ENSG00000105251","LITAF_ENSG00000189067","YWHAG_ENSG00000170027","RORB_ENSG00000198963","ABCA2_ENSG00000107331"
"115","PRSS23_ENSG00000150687","AHNAK_ENSG00000124942","ELFN1_ENSG00000225968","USP22_ENSG00000124422","ARPP19_ENSG00000128989","TMEM98_ENSG00000006042","MAPK1_ENSG00000100030","SCN4B_ENSG00000177098","AL358216.1_ENSG00000225140"
"116","CD74_ENSG00000019582","ITM2C_ENSG00000135916","WASF1_ENSG00000112290","KLC1_ENSG00000126214","AC110491.1_ENSG00000261292","TRIM59_ENSG00000213186","MCTP1_ENSG00000175471","FRMPD2_ENSG00000170324","DAAM2_ENSG00000146122"
"117","TGM2_ENSG00000198959","PLTP_ENSG00000100979","SLC4A10_ENSG00000144290","STX1A_ENSG00000106089","CAMKK2_ENSG00000110931","SLC31A2_ENSG00000136867","CHGB_ENSG00000089199","PLCH1_ENSG00000114805","PLPP2_ENSG00000141934"
"118","FOXC1_ENSG00000054598","RPL37A_ENSG00000197756","TRIM17_ENSG00000162931","CPNE4_ENSG00000196353","PTH2R_ENSG00000144407","RNF13_ENSG00000082996","DCHS2_ENSG00000197410","TUBB_ENSG00000196230","SEMA3B_ENSG00000012171"
"119","CD151_ENSG00000177697","SLC13A4_ENSG00000164707","CACNA2D1_ENSG00000153956","STX1B_ENSG00000099365","RAB3A_ENSG00000105649","MTURN_ENSG00000180354","PIP5K1C_ENSG00000186111","MEF2C_ENSG00000081189","PCDH9_ENSG00000184226"
"120","TPM1_ENSG00000140416","NCAN_ENSG00000130287","PSD_ENSG00000059915","PTGFRN_ENSG00000134247","BEX5_ENSG00000184515","BOK_ENSG00000176720","PDP1_ENSG00000164951","TOMM34_ENSG00000025772","LITAF_ENSG00000189067"
"121","SOX18_ENSG00000203883","SEC62_ENSG00000008952","ARL4A_ENSG00000122644","CXXC4_ENSG00000168772","KCNS1_ENSG00000124134","PICALM_ENSG00000073921","SCG5_ENSG00000166922","ATP6V1E1_ENSG00000131100","LAMP2_ENSG00000005893"
"122","TBX2_ENSG00000121068","DDN_ENSG00000181418","AKAP5_ENSG00000179841","HSP90AB1_ENSG00000096384","TUNAR_ENSG00000250366","SEMA4D_ENSG00000187764","TUBB_ENSG00000196230","TRHDE_ENSG00000072657","RHOU_ENSG00000116574"
"123","OLFML3_ENSG00000116774","RPL23A_ENSG00000198242","OLFM1_ENSG00000130558","STXBP1_ENSG00000136854","FFAR4_ENSG00000186188","PLEKHG3_ENSG00000126822","ATP6V1H_ENSG00000047249","ATP5PO_ENSG00000241837","CAPN3_ENSG00000092529"
"124","TIMP1_ENSG00000102265","FAM181B_ENSG00000182103","CHL1_ENSG00000134121","SATB1_ENSG00000182568","MDH1_ENSG00000014641","SLC12A2_ENSG00000064651","SYNGR3_ENSG00000127561","ADAM23_ENSG00000114948","TMEM233_ENSG00000224982"
"125","PDE5A_ENSG00000138735","APLNR_ENSG00000134817","TAC3_ENSG00000166863","RXFP1_ENSG00000171509","GLRA3_ENSG00000145451","FTL_ENSG00000087086","MTPN_ENSG00000105887","PARM1_ENSG00000169116","TPPP3_ENSG00000159713"
"126","IL32_ENSG00000008517","RPL37_ENSG00000145592","SLC12A5_ENSG00000124140","DPY19L1_ENSG00000173852","LANCL3_ENSG00000147036","CYB5R2_ENSG00000166394","RAP1GAP_ENSG00000076864","EXTL2_ENSG00000162694","SOX8_ENSG00000005513"
"127","NEAT1_ENSG00000245532","AC068308.1_ENSG00000241231","CAMK2A_ENSG00000070808","AMIGO2_ENSG00000139211","SLC22A17_ENSG00000092096","AC018647.1_ENSG00000227544","AP2A1_ENSG00000196961","VSNL1_ENSG00000163032","ASPA_ENSG00000108381"
"128","CARMN_ENSG00000249669","RPS29_ENSG00000213741","KCNK1_ENSG00000135750","CNIH3_ENSG00000143786","NPTN_ENSG00000156642","SYNGR2_ENSG00000108639","NELL2_ENSG00000184613","SNX10_ENSG00000086300","CREB5_ENSG00000146592"
"129","BCAM_ENSG00000187244","AEBP1_ENSG00000106624","SEC14L1_ENSG00000129657","TSPAN7_ENSG00000156298","EPHA4_ENSG00000116106","C1orf122_ENSG00000197982","STXBP1_ENSG00000136854","ACVR1C_ENSG00000123612","ST18_ENSG00000147488"
"130","ITM2A_ENSG00000078596","PDLIM5_ENSG00000163110","MAL2_ENSG00000147676","GREM2_ENSG00000180875","RCN1_ENSG00000049449","PTMA_ENSG00000187514","RBFOX3_ENSG00000167281","ATP1A3_ENSG00000105409","TYMSOS_ENSG00000176912"
"131","TGFB1I1_ENSG00000140682","CLDN10_ENSG00000134873","CTXN3_ENSG00000205279","UCHL1_ENSG00000154277","PGK1_ENSG00000102144","VAMP3_ENSG00000049245","SLC25A22_ENSG00000177542","ATP5MC1_ENSG00000159199","CD9_ENSG00000010278"
"132","RRAS_ENSG00000126458","RPL23_ENSG00000125691","LINC01007_ENSG00000233123","YPEL3_ENSG00000090238","NCALD_ENSG00000104490","AL359091.1_ENSG00000207955","SYN1_ENSG00000008056","VGF_ENSG00000128564","GLDN_ENSG00000186417"
"133","EHD2_ENSG00000024422","FGF2_ENSG00000138685","TNFRSF25_ENSG00000215788","CCN3_ENSG00000136999","OXR1_ENSG00000164830","TUBA1A_ENSG00000167552","DNM1_ENSG00000106976","NDRG4_ENSG00000103034","TMEM125_ENSG00000179178"
"134","SAT1_ENSG00000130066","CCDC7_ENSG00000216937","GLRA3_ENSG00000145451","MAP1LC3A_ENSG00000101460","AL583827.1_ENSG00000285634","CA14_ENSG00000118298","SNAP25_ENSG00000132639","RELL2_ENSG00000164620","CMTM5_ENSG00000166091"
"135","STOM_ENSG00000148175","APCDD1_ENSG00000154856","DGKA_ENSG00000065357","NUDT4_ENSG00000173598","SCN1A_ENSG00000144285","AC009063.2_ENSG00000260788","TSPAN7_ENSG00000156298","ATP5MD_ENSG00000173915","PKP4_ENSG00000144283"
"136","KLF4_ENSG00000136826","ZFP36L1_ENSG00000185650","ARHGAP32_ENSG00000134909","PGAM1_ENSG00000171314","PDE7B_ENSG00000171408","CA2_ENSG00000104267","AKAP6_ENSG00000151320","CD99L2_ENSG00000102181","NNAT_ENSG00000053438"
"137","PDGFRB_ENSG00000113721","EEF1A1_ENSG00000156508","EGR4_ENSG00000135625","PCLO_ENSG00000186472","STS_ENSG00000101846","AC008505.1_ENSG00000283462","EFHD2_ENSG00000142634","SPOCK2_ENSG00000107742","TGFA_ENSG00000163235"
"138","YBX1_ENSG00000065978","AL355075.4_ENSG00000259001","CDH9_ENSG00000113100","MAGED2_ENSG00000102316","PDP1_ENSG00000164951","PSEN1_ENSG00000080815","LMO3_ENSG00000048540","RET_ENSG00000165731","LMO1_ENSG00000166407"
"139","EGFL8_ENSG00000241404","NUPR1_ENSG00000176046","PKIG_ENSG00000168734","HSP90AA1_ENSG00000080824","GABRG2_ENSG00000113327","SOX10_ENSG00000100146","SYT5_ENSG00000129990","ATP5MF_ENSG00000241468","TPPP_ENSG00000171368"
"140","MYL12A_ENSG00000101608","ABCC4_ENSG00000125257","FRRS1L_ENSG00000260230","ATF4_ENSG00000128272","TMEM246_ENSG00000165152","EFS_ENSG00000100842","GPM6A_ENSG00000150625","MTLN_ENSG00000175701","MARCKSL1_ENSG00000175130"
"141","CEBPD_ENSG00000221869","RPL13A_ENSG00000142541","PPP4R4_ENSG00000119698","NEUROD6_ENSG00000164600","CDH22_ENSG00000149654","COL4A5_ENSG00000188153","PPP1R7_ENSG00000115685","NDUFA4_ENSG00000189043","UGT8_ENSG00000174607"
"142","IGFBP5_ENSG00000115461","TLR4_ENSG00000136869","PDE8B_ENSG00000113231","PNMA2_ENSG00000240694","PIK3R1_ENSG00000145675","AATK_ENSG00000181409","KCNK1_ENSG00000135750","CTXN3_ENSG00000205279","SULF1_ENSG00000137573"
"143","STAB1_ENSG00000010327","RPL34_ENSG00000109475","AP001972.3_ENSG00000255136","NAP1L2_ENSG00000186462","C2orf80_ENSG00000188674","DNAH17_ENSG00000187775","IGSF21_ENSG00000117154","COX4I1_ENSG00000131143","NENF_ENSG00000117691"
"144","GYPC_ENSG00000136732","RPL35_ENSG00000136942","PRKCG_ENSG00000126583","SEC16B_ENSG00000120341","RARB_ENSG00000077092","ANKRD40_ENSG00000154945","STX1A_ENSG00000106089","FGF12_ENSG00000114279","COL9A2_ENSG00000049089"
"145","GIMAP1_ENSG00000213203","SNHG6_ENSG00000245910","CFAP44_ENSG00000206530","LGALS1_ENSG00000100097","AC018358.1_ENSG00000281160","ASPA_ENSG00000108381","RTN1_ENSG00000139970","HINT1_ENSG00000169567","ZDHHC9_ENSG00000188706"
"146","MCAM_ENSG00000076706","SLC18B1_ENSG00000146409","MN1_ENSG00000169184","BEX3_ENSG00000166681","PIP5K1B_ENSG00000107242","OLIG2_ENSG00000205927","FXYD7_ENSG00000221946","UQCRFS1_ENSG00000169021","S1PR5_ENSG00000180739"
"147","ACTN4_ENSG00000130402","DDAH2_ENSG00000213722","PLPPR4_ENSG00000117600","BICDL2_ENSG00000162069","PNCK_ENSG00000130822","PREX1_ENSG00000124126","MDFIC_ENSG00000135272","CACYBP_ENSG00000116161","CYP27A1_ENSG00000135929"
"148","NID1_ENSG00000116962","IL6ST_ENSG00000134352","LAMB1_ENSG00000091136","MGST3_ENSG00000143198","NGB_ENSG00000165553","SLC5A11_ENSG00000158865","MOXD1_ENSG00000079931","CHCHD10_ENSG00000250479","QDPR_ENSG00000151552"
"149","TXNIP_ENSG00000265972","ADCY2_ENSG00000078295","MYT1L_ENSG00000186487","NTN4_ENSG00000074527","INA_ENSG00000148798","ZCCHC24_ENSG00000165424","G3BP2_ENSG00000138757","CALY_ENSG00000130643","WNK1_ENSG00000060237"
"150","KCTD12_ENSG00000178695","RPL36_ENSG00000130255","RTP5_ENSG00000188011","RAB27B_ENSG00000041353","SYT13_ENSG00000019505","CDC42EP1_ENSG00000128283","NDFIP2_ENSG00000102471","SLC20A1_ENSG00000144136","SLC44A1_ENSG00000070214"
"151","RPL27A_ENSG00000166441","IL33_ENSG00000137033","POU3F1_ENSG00000185668","LRRK1_ENSG00000154237","TAFA5_ENSG00000219438","AL033523.1_ENSG00000228793","CNTN1_ENSG00000018236","NDUFA12_ENSG00000184752","SLC35F1_ENSG00000196376"
"152","LUM_ENSG00000139329","PRCP_ENSG00000137509","LRATD1_ENSG00000162981","EFHD2_ENSG00000142634","YWHAZ_ENSG00000164924","CTNNA1_ENSG00000044115","TUBA1B_ENSG00000123416","CLEC2L_ENSG00000236279","CDH24_ENSG00000139880"
"153","SEMA3G_ENSG00000010319","IL17D_ENSG00000172458","ACTR3B_ENSG00000133627","SOD1_ENSG00000142168","CALM3_ENSG00000160014","KIF1C_ENSG00000129250","LY6E_ENSG00000160932","NARS_ENSG00000134440","AMER2_ENSG00000165566"
"154","SPARC_ENSG00000113140","DTNA_ENSG00000134769","NDST3_ENSG00000164100","NDN_ENSG00000182636","PREP_ENSG00000085377","S1PR5_ENSG00000180739","GFRA1_ENSG00000151892","TUBB4B_ENSG00000188229","RASGRP3_ENSG00000152689"
"155","LTBP4_ENSG00000090006","FGFR3_ENSG00000068078","GPR26_ENSG00000154478","BEX2_ENSG00000133134","ZNF804A_ENSG00000170396","LIPE_ENSG00000079435","TENM3_ENSG00000218336","RAB11A_ENSG00000103769","SIRT2_ENSG00000068903"
"156","ECM2_ENSG00000106823","CAMK2N1_ENSG00000162545","PAK6_ENSG00000137843","CPNE7_ENSG00000178773","CACNG3_ENSG00000006116","TP53INP2_ENSG00000078804","VAMP2_ENSG00000220205","CCDC68_ENSG00000166510","AC018647.1_ENSG00000227544"
"157","ADGRF5_ENSG00000069122","RXRG_ENSG00000143171","PTK2B_ENSG00000120899","GPRIN3_ENSG00000185477","TAFA2_ENSG00000198673","TMEM235_ENSG00000204278","BSN_ENSG00000164061","PREP_ENSG00000085377","GPRC5B_ENSG00000167191"
"158","IFITM1_ENSG00000185885","SPARCL1_ENSG00000152583","AC091938.1_ENSG00000286961","LINC01202_ENSG00000280776","RETREG2_ENSG00000144567","RBP7_ENSG00000162444","PINK1_ENSG00000158828","STS_ENSG00000101846","SLC5A11_ENSG00000158865"
"159","LAMB2_ENSG00000172037","RPLP1_ENSG00000137818","PRKDC_ENSG00000253729","FABP6_ENSG00000170231","DOC2A_ENSG00000149927","ICOSLG_ENSG00000160223","RHBDD2_ENSG00000005486","SARS_ENSG00000031698","ZFHX3_ENSG00000140836"
"160","HLA-DRA_ENSG00000204287","RPS27_ENSG00000177954","SEMA3C_ENSG00000075223","MLLT11_ENSG00000213190","GOT1_ENSG00000120053","GJC2_ENSG00000198835","EXTL1_ENSG00000158008","SNCB_ENSG00000074317","CBR1_ENSG00000159228"
"161","CCL2_ENSG00000108691","LRIG1_ENSG00000144749","NPTXR_ENSG00000221890","TUBB4B_ENSG00000188229","ROCK2_ENSG00000134318","FAM222A_ENSG00000139438","TMEM30A_ENSG00000112697","RASGRF1_ENSG00000058335","CERCAM_ENSG00000167123"
"162","MYH9_ENSG00000100345","ARHGAP5_ENSG00000100852","CEBPB_ENSG00000172216","PDE1A_ENSG00000115252","TMOD1_ENSG00000136842","FMNL2_ENSG00000157827","ENO2_ENSG00000111674","SPTSSB_ENSG00000196542","CNTNAP4_ENSG00000152910"
"163","PCAT19_ENSG00000267107","RPL39_ENSG00000198918","C2CD4C_ENSG00000183186","SYN1_ENSG00000008056","NAT8L_ENSG00000185818","PADI2_ENSG00000117115","OTOA_ENSG00000155719","UQCRQ_ENSG00000164405","JAM3_ENSG00000166086"
"164","BST2_ENSG00000130303","MGST1_ENSG00000008394","SPRY1_ENSG00000164056","TUBB3_ENSG00000258947","PRDM8_ENSG00000152784","C1orf198_ENSG00000119280","NRCAM_ENSG00000091129","NGB_ENSG00000165553","ERBB3_ENSG00000065361"
"165","ISYNA1_ENSG00000105655","OAF_ENSG00000184232","PTPN5_ENSG00000110786","SERPINI1_ENSG00000163536","BTBD3_ENSG00000132640","ADIPOR2_ENSG00000006831","TMEM178A_ENSG00000152154","MAGED2_ENSG00000102316","VWA1_ENSG00000179403"
"166","CAV2_ENSG00000105971","PDLIM4_ENSG00000131435","BTBD8_ENSG00000189195","PGK1_ENSG00000102144","NECAB1_ENSG00000123119","SLC48A1_ENSG00000211584","PRKAR1B_ENSG00000188191","REX1BD_ENSG00000006015","SLC12A2_ENSG00000064651"
"167","PLAT_ENSG00000104368","MT1X_ENSG00000187193","MAPK4_ENSG00000141639","CFL1_ENSG00000172757","ATP1B1_ENSG00000143153","USH1C_ENSG00000006611","CREB3L1_ENSG00000157613","TTC1_ENSG00000113312","GNB4_ENSG00000114450"
"168","NDUFA4L2_ENSG00000185633","MPP6_ENSG00000105926","FAM106A_ENSG00000273018","UBE2V2_ENSG00000169139","LYNX1_ENSG00000180155","SECISBP2L_ENSG00000138593","UCHL1_ENSG00000154277","CDS1_ENSG00000163624","ZNF536_ENSG00000198597"
"169","AC007952.4_ENSG00000262202","SLC25A33_ENSG00000171612","AP1S1_ENSG00000106367","UQCRH_ENSG00000173660","ASGR1_ENSG00000141505","TMEM125_ENSG00000179178","RNF11_ENSG00000123091","BEX5_ENSG00000184515","MAP4K4_ENSG00000071054"
"170","PPP1R12B_ENSG00000077157","TUBB2B_ENSG00000137285","PRAG1_ENSG00000275342","PLEKHB2_ENSG00000115762","ZNF365_ENSG00000138311","VWA1_ENSG00000179403","FXYD6_ENSG00000137726","COX5B_ENSG00000135940","EDIL3_ENSG00000164176"
"171","FLT1_ENSG00000102755","PLSCR4_ENSG00000114698","C1orf115_ENSG00000162817","PPP2CA_ENSG00000113575","KLC2_ENSG00000174996","PRR18_ENSG00000176381","MLLT11_ENSG00000213190","NAP1L5_ENSG00000177432","FEZF2_ENSG00000153266"
"172","PCOLCE_ENSG00000106333","ADCYAP1R1_ENSG00000078549","H2AFZ_ENSG00000164032","ADRA1D_ENSG00000171873","FRMPD2_ENSG00000170324","DAAM2_ENSG00000146122","SIRPA_ENSG00000198053","RAB3A_ENSG00000105649","RHOG_ENSG00000177105"
"173","CNN1_ENSG00000130176","PDZD4_ENSG00000067840","NSG2_ENSG00000170091","COPRS_ENSG00000172301","TMEM178B_ENSG00000261115","FAXDC2_ENSG00000170271","NXPH4_ENSG00000182379","KCNS1_ENSG00000124134","C21orf91_ENSG00000154642"
"174","LIMS2_ENSG00000072163","RAMP1_ENSG00000132329","MEIS2_ENSG00000134138","PVALB_ENSG00000100362","MRTFB_ENSG00000186260","GAL3ST1_ENSG00000128242","AKR1C1_ENSG00000187134","CA10_ENSG00000154975","GOLGA7_ENSG00000147533"
"175","GIMAP4_ENSG00000133574","NFIB_ENSG00000147862","SDK1_ENSG00000146555","BEX1_ENSG00000133169","DDX24_ENSG00000089737","PACS2_ENSG00000179364","STUM_ENSG00000203685","SLC25A5_ENSG00000005022","REEP3_ENSG00000165476"
"176","ENTPD1_ENSG00000138185","PFKFB2_ENSG00000123836","AC110491.1_ENSG00000261292","COX7A2L_ENSG00000115944","NSF_ENSG00000073969","RNH1_ENSG00000023191","RYR2_ENSG00000198626","ACOT7_ENSG00000097021","TRIM59_ENSG00000213186"
"177","HYAL2_ENSG00000068001","ZNF358_ENSG00000198816","CPNE8_ENSG00000139117","DYNLT3_ENSG00000165169","SPTBN2_ENSG00000173898","TMEM59_ENSG00000116209","SERTAD4_ENSG00000082497","ALDH1A3_ENSG00000184254","SEMA4D_ENSG00000187764"
"178","SMOC2_ENSG00000112562","RPL27A_ENSG00000166441","TMEM65_ENSG00000164983","GLIPR1_ENSG00000139278","ATP6V1B2_ENSG00000147416","SHROOM4_ENSG00000158352","CNTN6_ENSG00000134115","CHGA_ENSG00000100604","PRRG1_ENSG00000130962"
"179","ICAM2_ENSG00000108622","VWCE_ENSG00000167992","SPON2_ENSG00000159674","PGM2L1_ENSG00000165434","FKBP1A_ENSG00000088832","ST18_ENSG00000147488","BICDL2_ENSG00000162069","PSMD8_ENSG00000099341","PIP4K2A_ENSG00000150867"
"180","MRC1_ENSG00000260314","GNG12_ENSG00000172380","DOC2A_ENSG00000149927","COX7C_ENSG00000127184","TCERG1L_ENSG00000176769","HIPK2_ENSG00000064393","CHN1_ENSG00000128656","PCMT1_ENSG00000120265","PADI2_ENSG00000117115"
"181","MDK_ENSG00000110492","SLC16A9_ENSG00000165449","PLEKHA2_ENSG00000169499","KCNA2_ENSG00000177301","NORAD_ENSG00000260032","TPPP_ENSG00000171368","DDAH1_ENSG00000153904","GRIN2A_ENSG00000183454","SNX22_ENSG00000157734"
"182","HLA-A_ENSG00000206503","IFI27L2_ENSG00000119632","TESPA1_ENSG00000135426","LINC02389_ENSG00000255693","CITED2_ENSG00000164442","CTNNA3_ENSG00000183230","RNF112_ENSG00000128482","CITED2_ENSG00000164442","CABP7_ENSG00000100314"
"183","UACA_ENSG00000137831","PTPRZ1_ENSG00000106278","ITPR1_ENSG00000150995","GHITM_ENSG00000165678","FGF12_ENSG00000114279","PRR5L_ENSG00000135362","FEZF2_ENSG00000153266","COX7A2_ENSG00000112695","JUP_ENSG00000173801"
"184","LPP_ENSG00000145012","FGFRL1_ENSG00000127418","CA4_ENSG00000167434","TUBB_ENSG00000196230","CRYM_ENSG00000103316","SCD5_ENSG00000145284","FAM49A_ENSG00000197872","OLFM1_ENSG00000130558","AL033523.1_ENSG00000228793"
"185","MYL6_ENSG00000092841","RGS20_ENSG00000147509","CXCL14_ENSG00000145824","SCOC_ENSG00000153130","PCMT1_ENSG00000120265","NTM-AS1_ENSG00000224795","NETO1_ENSG00000166342","LCP2_ENSG00000043462","SCD5_ENSG00000145284"
"186","LYVE1_ENSG00000133800","MCC_ENSG00000171444","ADCYAP1_ENSG00000141433","ARL6IP1_ENSG00000170540","CCDC74A_ENSG00000163040","RFFL_ENSG00000092871","BMPR2_ENSG00000204217","RAB6A_ENSG00000175582","PXK_ENSG00000168297"
"187","CLIC1_ENSG00000213719","HEPACAM_ENSG00000165478","CIT_ENSG00000122966","ELAVL2_ENSG00000107105","MAPK10_ENSG00000109339","ABCA8_ENSG00000141338","IQSEC1_ENSG00000144711","UGP2_ENSG00000169764","GREM1_ENSG00000166923"
"188","LRRC32_ENSG00000137507","ALDH1A1_ENSG00000165092","TMOD1_ENSG00000136842","PRUNE2_ENSG00000106772","ANXA6_ENSG00000197043","SLCO1A2_ENSG00000084453","SYT7_ENSG00000011347","RASSF3_ENSG00000153179","NPC1_ENSG00000141458"
"189","TNS1_ENSG00000079308","SNHG29_ENSG00000175061","PDE7B_ENSG00000171408","AP2S1_ENSG00000042753","CDH8_ENSG00000150394","PACC1_ENSG00000065600","MSC_ENSG00000178860","HTR2A_ENSG00000102468","EFHD1_ENSG00000115468"
"190","RPS11_ENSG00000142534","SERPINE2_ENSG00000135919","NTRK3_ENSG00000140538","BEX5_ENSG00000184515","BEGAIN_ENSG00000183092","SEPTIN8_ENSG00000164402","UNC13A_ENSG00000130477","AKAP6_ENSG00000151320","LRP2_ENSG00000081479"
"191","ZIC1_ENSG00000152977","IDS_ENSG00000010404","GSG1L_ENSG00000169181","PTPRT_ENSG00000196090","PKM_ENSG00000067225","RGCC_ENSG00000102760","CLSTN1_ENSG00000171603","ATP5MPL_ENSG00000156411","NTM-AS1_ENSG00000224795"
"192","LMO2_ENSG00000135363","NR2F2_ENSG00000185551","SST_ENSG00000157005","PREPL_ENSG00000138078","HSPA8_ENSG00000109971","HEPACAM_ENSG00000165478","TUBA4A_ENSG00000127824","NDUFB8_ENSG00000166136","PRCD_ENSG00000214140"
"193","NUPR1_ENSG00000176046","PPP1R1B_ENSG00000131771","RFX3_ENSG00000080298","PDE4A_ENSG00000065989","SDR16C5_ENSG00000170786","CFL2_ENSG00000165410","TOLLIP_ENSG00000078902","BHLHE22_ENSG00000180828","PLPPR1_ENSG00000148123"
"194","THBS1_ENSG00000137801","CNN3_ENSG00000117519","CRLF1_ENSG00000006016","OAZ1_ENSG00000104904","NDFIP1_ENSG00000131507","HHATL_ENSG00000010282","DGKH_ENSG00000102780","TCERG1L_ENSG00000176769","TSC22D4_ENSG00000166925"
"195","CD44_ENSG00000026508","ALDOC_ENSG00000109107","KHDRBS1_ENSG00000121774","AC022893.2_ENSG00000260838","RAB6B_ENSG00000154917","LINC01608_ENSG00000253877","PCSK2_ENSG00000125851","PPIA_ENSG00000196262","CD22_ENSG00000012124"
"196","CYBA_ENSG00000051523","BAG3_ENSG00000151929","SLC6A1_ENSG00000157103","PLCH1_ENSG00000114805","KCNV1_ENSG00000164794","AQP1_ENSG00000240583","DGKZ_ENSG00000149091","GRINA_ENSG00000178719","NCAM1_ENSG00000149294"
"197","MMRN2_ENSG00000173269","FSTL5_ENSG00000168843","PTPRO_ENSG00000151490","SV2B_ENSG00000185518","SHROOM3_ENSG00000138771","TMEM63A_ENSG00000196187","SCAMP5_ENSG00000198794","BEX3_ENSG00000166681","JPT2_ENSG00000206053"
"198","GNAI2_ENSG00000114353","CRLF1_ENSG00000006016","SUB1_ENSG00000113387","ZNF483_ENSG00000173258","SCN8A_ENSG00000196876","MID1IP1_ENSG00000165175","RPRML_ENSG00000179673","PPP2R2B_ENSG00000156475","GLTP_ENSG00000139433"
"199","LAPTM4A_ENSG00000068697","BMP7_ENSG00000101144","PEG10_ENSG00000242265","FABP3_ENSG00000121769","TAFA1_ENSG00000183662","PLD1_ENSG00000075651","ZFAND5_ENSG00000107372","SNAP25_ENSG00000132639","HAGLR_ENSG00000224189"
"200","EEF1A1_ENSG00000156508","PRDX1_ENSG00000117450","CAMKK1_ENSG00000004660","CEND1_ENSG00000184524","SNCB_ENSG00000074317","TSPAN15_ENSG00000099282","PTMS_ENSG00000159335","ANKRD34C_ENSG00000235711","FRMD4B_ENSG00000114541"
"201","LGALS3_ENSG00000131981","SLC7A11_ENSG00000151012","JPH4_ENSG00000092051","KCNK2_ENSG00000082482","PLD3_ENSG00000105223","GALNT6_ENSG00000139629","B3GLCT_ENSG00000187676","SOD2_ENSG00000112096","TSPAN15_ENSG00000099282"
"202","TTR_ENSG00000118271","CTXND1_ENSG00000259417","IGFBP4_ENSG00000141753","ISCU_ENSG00000136003","PDK3_ENSG00000067992","PTGDS_ENSG00000107317","GPI_ENSG00000105220","CYC1_ENSG00000179091","OLFML2B_ENSG00000162745"
